protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,survival_5yr_relative,phase_PHASE1_PHASE2,phase_PHASE2_PHASE3,phase_PHASE2
NCT01532700,1976,1976.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,1,13.0,42.0,1,0.0,0.0,1.0,1.0,1.0,0.0,28.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1080.0,1080.0,0.65,False,False,True
NCT01458249,1096,1553.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,0,1,9.0,15.0,1,1.0,0.0,1.0,1.0,1.0,0.0,52.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,84.0,1095.0,0.65,False,False,True
NCT01325441,3714,3714.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,5,1,22,2,41.0,13.0,2,1.0,2.0,1.0,1.0,0.0,0.0,565.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,120.0,3540.0,0.68,True,False,False
NCT01762150,2010,2557.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,5,1,10.0,15.0,3,0.0,0.0,0.0,1.0,1.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,0.175,False,False,True
NCT04478123,1059,1059.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,4,1,1,7,0,16.0,12.0,1,0.0,0.0,1.0,1.0,1.0,0.0,62.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,100.0,0.598,False,False,True
NCT03118466,703,1423.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,3,0,23.0,11.0,4,0.0,0.0,0.0,1.0,1.0,0.0,41.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,45.0,1095.0,0.68,False,False,True
NCT05502458,615,615.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,4,2,1,1,1,6.0,10.0,2,0.0,1.0,0.0,1.0,1.0,2.0,60.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.175,False,False,True
NCT02119468,688,3076.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,2,2,1,5,0,16.0,18.0,3,0.0,1.0,1.0,1.0,0.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,0.598,True,False,False
NCT03546166,959,1324.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,3.0,4.0,1,0.0,0.0,1.0,0.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,0.99,False,False,True
NCT02999295,304,942.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,1,1,11.0,8.0,2,0.0,1.0,0.0,1.0,0.0,0.0,46.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,720.0,0.68,True,False,False
NCT01488552,1369,1735.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,5,0,23.0,8.0,6,0.0,0.0,1.0,0.0,1.0,0.0,60.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.68,True,False,False
NCT02009397,1735,1735.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,0,21.0,14.0,2,0.0,0.0,0.0,1.0,1.0,0.0,27.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.94,True,False,False
NCT04835896,877,877.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,16.0,36.0,1,0.0,2.0,1.0,1.0,1.0,0.0,49.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,168.0,90.0,0.68,True,False,False
NCT02711956,1065,1065.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,8,0,16.0,16.0,2,1.0,0.0,1.0,0.0,1.0,0.0,75.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,1050.0,0.175,True,False,False
NCT02086175,1683,2254.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,0,22.0,22.0,2,0.0,0.0,0.0,1.0,1.0,0.0,25.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,98.0,408.0,0.83,False,False,True
NCT02451007,373,373.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,2,16,2,4.0,5.0,1,1.0,0.0,1.0,1.0,1.0,0.0,39.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,21.0,0.68,False,False,True
NCT02581462,1507,1507.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,2,1,1,1,20.0,23.0,2,0.0,1.0,1.0,1.0,1.0,0.0,81.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1825.0,1825.0,0.68,False,True,False
NCT02983617,685,1274.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,15,1,13.0,19.0,3,1.0,1.0,1.0,0.0,0.0,0.0,36.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,175.0,741.3000000000001,0.65,False,False,True
NCT01751451,2841,2841.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,3,1,16,0,30.0,27.0,3,0.0,1.0,1.0,1.0,1.0,0.0,124.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,540.0,365.0,0.175,False,False,True
NCT03785210,1244,1305.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,5,1,1,1,0,35.0,33.0,3,0.0,0.0,0.0,1.0,1.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1095.0,240.0,0.175,False,False,True
NCT01592721,3228,3228.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,2,0,22.0,17.0,1,0.0,0.0,1.0,1.0,1.0,0.0,6.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,365.0,2920.0,0.99,True,False,False
NCT02795156,2149,2149.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,4,1,8,0,24.0,53.0,3,0.0,1.0,1.0,0.0,0.0,0.0,100.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1350.0,1350.0,0.99,False,False,True
NCT05858177,1096,1188.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,3,1,1,1,1,0.0,0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,62.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,3000.0,0.68,False,False,True
NCT04439240,1101,1491.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,6,1,1,1,0,7.0,7.0,1,0.0,0.0,1.0,1.0,1.0,0.0,52.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,1095.0,0.598,False,False,True
NCT01721759,432,3079.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,33,2,7.0,24.0,1,1.0,0.0,1.0,0.0,1.0,0.0,117.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,420.0,3030.0,0.99,False,False,True
NCT01934790,529,1207.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,0,2,7.0,29.0,1,1.0,0.0,1.0,1.0,1.0,0.0,45.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,912.5,,0.68,True,False,False
NCT02338804,212,212.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,1,1,4.0,8.0,2,0.0,1.0,1.0,1.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.99,True,False,False
NCT03109015,741,741.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,1,0,28.0,45.0,2,0.0,1.0,1.0,0.0,1.0,0.0,7.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,84.0,0.175,False,False,True
NCT02604784,1704,1704.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,1,1,11.0,11.0,2,0.0,1.0,1.0,0.0,0.0,0.0,105.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,126.0,900.0,0.99,True,False,False
NCT01413828,1919,1919.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,1,1,20.0,23.0,2,0.0,1.0,1.0,1.0,1.0,0.0,201.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,1825.0,0.99,False,True,False
NCT01460940,1861,1861.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,6,1,1,2,0,36.0,23.0,2,0.0,0.0,1.0,1.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,1825.0,0.83,False,False,True
NCT03101358,819,819.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,3,1,4,0,26.0,13.0,1,1.0,2.0,1.0,1.0,0.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,86.0,70.0,0.68,True,False,False
NCT04730999,1065,1449.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,14,1,28.0,57.0,4,0.0,0.0,1.0,0.0,1.0,0.0,54.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,750.0,450.0,0.99,False,False,True
NCT01967810,853,1431.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,3,3,1,12,0,10.0,13.0,2,1.0,1.0,1.0,1.0,0.0,0.0,73.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,365.0,365.0,0.326,False,False,True
NCT03849105,1209,1301.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,4,1,5,1,26.0,27.0,1,1.0,1.0,1.0,0.0,1.0,0.0,10.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,0.326,True,False,False
NCT03158389,1752,1752.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,7,1,13,1,17.0,13.0,7,0.0,1.0,0.0,1.0,0.0,0.0,228.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,180.0,0.326,True,False,False
NCT02253212,1461,1461.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,3,1,1,1,1,21.0,17.0,2,0.0,0.0,1.0,1.0,1.0,0.0,27.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,360.0,360.0,0.326,True,False,False
NCT04426825,497,884.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,10,1,24.0,43.0,2,1.0,0.0,1.0,1.0,1.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,300.0,912.5,0.99,False,False,True
NCT04345900,349,380.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,4,1,19,2,15.0,21.0,2,1.0,1.0,1.0,1.0,1.0,0.0,55.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1.0,0.68,False,False,True
NCT01401166,578,1522.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,4,1,0,1,9.0,9.0,4,1.0,2.0,1.0,1.0,1.0,0.0,488.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,168.0,1095.0,0.99,False,False,True
NCT01593748,2400,2400.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,8,0,32.0,49.0,2,0.0,1.0,1.0,1.0,1.0,0.0,90.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,540.0,540.0,0.65,False,False,True
NCT03043313,1739,2323.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,3,1,56,2,30.0,26.0,2,1.0,1.0,1.0,1.0,1.0,0.0,117.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1398.0,1590.0,0.175,False,False,True
NCT01522469,761,853.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,0,17.0,11.0,1,1.0,0.0,1.0,1.0,1.0,0.0,14.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.65,False,False,True
NCT04880863,826,826.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,11,0,12.0,9.0,3,1.0,0.0,1.0,0.0,1.0,0.0,38.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,0.99,False,False,True
NCT01269060,212,212.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,7.0,14.0,1,0.0,0.0,0.0,0.0,1.0,0.0,48.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,30.0,0.175,False,False,True
NCT01396070,1431,1827.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,5,1,1,1,0,21.0,14.0,1,0.0,0.0,2.0,1.0,1.0,0.0,36.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,0.83,False,False,True
NCT01483001,305,761.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,3,1,1,1,1,7.0,5.0,1,0.0,0.0,1.0,0.0,1.0,0.0,23.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,0.99,False,False,True
NCT03136627,274,1549.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,4,1,10.0,34.0,2,1.0,0.0,1.0,0.0,1.0,0.0,28.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,720.0,0.175,True,False,False
NCT04182100,444,444.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,8,1,25.0,27.0,3,1.0,0.0,1.0,0.0,1.0,0.0,29.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,360.0,360.0,0.68,False,False,True
NCT01922843,242,273.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,0,0,7.0,9.0,2,1.0,1.0,1.0,1.0,1.0,4.0,62.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,84.0,0.175,False,False,True
NCT03458247,1042,1284.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,1,1,23.0,28.0,2,0.0,2.0,1.0,1.0,0.0,0.0,94.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,180.0,0.175,False,False,True
NCT02645981,1366,1386.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,2,1,2,1,11.0,9.0,2,1.0,1.0,1.0,1.0,1.0,0.0,668.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1095.0,1095.0,0.68,False,True,False
NCT05005273,85,85.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,71,2,11.0,14.0,4,1.0,1.0,1.0,1.0,1.0,3.0,1.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,69.0,69.0,0.99,False,False,True
NCT01399658,1614,1735.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,1,1,1,0,7.0,2.0,2,0.0,0.0,0.0,1.0,1.0,0.0,93.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,,0.175,False,False,True
NCT02139904,1842,1842.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,1,1,14.0,11.0,2,0.0,1.0,1.0,1.0,1.0,0.0,154.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,0.68,False,False,True
NCT01967576,618,2600.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,2,1,1,1,0,30.0,24.0,1,0.0,0.0,0.0,0.0,1.0,0.0,14.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1218.0,1825.0,0.68,False,False,True
NCT02023021,1612,1826.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,1,1,1,1,10.0,12.0,2,0.0,0.0,2.0,1.0,1.0,0.0,80.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,720.0,720.0,0.175,False,False,True
NCT04172454,545,1008.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,1,11.0,10.0,1,1.0,0.0,1.0,0.0,1.0,0.0,68.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,730.0,730.0,0.94,True,False,False
NCT01830361,2422,2422.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,10,1,20.0,7.0,1,0.0,0.0,1.0,1.0,1.0,0.0,18.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,,30.0,0.65,False,False,True
NCT04539769,606,851.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,3,2,1,1,3.0,8.0,3,0.0,1.0,0.0,1.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,,0.68,False,False,True
NCT02811679,1274,2678.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,0,18.0,14.0,1,0.0,0.0,0.0,1.0,1.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,180.0,730.0,0.83,False,False,True
NCT02966821,591,696.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,5,1,8.0,12.0,1,1.0,0.0,1.0,0.0,1.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,112.0,180.0,0.68,False,False,True
NCT03283488,1044,1044.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,1,1,7.0,12.0,2,0.0,1.0,0.0,0.0,1.0,4.0,52.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,56.0,0.68,False,False,True
NCT04408118,1158,1158.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,3,1,1,26,1,43.0,54.0,3,0.0,0.0,1.0,0.0,1.0,0.0,100.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,0.99,False,False,True
NCT03048474,456,1186.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,27.0,28.0,1,0.0,0.0,1.0,1.0,1.0,0.0,36.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,84.0,1080.0,0.68,False,False,True
NCT01591421,1119,2623.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,3,1,29.0,40.0,2,0.0,0.0,1.0,1.0,1.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,720.0,0.175,True,False,False
NCT03012620,2000,2353.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,7,1,2,1,1,45.0,24.0,1,0.0,0.0,1.0,1.0,1.0,0.0,334.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,84.0,1080.0,0.65,False,False,True
NCT04123379,1351,1351.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,2,5,1,1,0,10.0,15.0,3,0.0,1.0,0.0,1.0,1.0,0.0,48.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,0.99,False,False,True
NCT03383679,1357,1589.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,2,1,1,1,23.0,33.0,2,0.0,1.0,1.0,1.0,1.0,0.0,94.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,112.0,3000.0,0.99,False,False,True
NCT02377999,273,273.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,6.0,8.0,1,1.0,0.0,1.0,0.0,1.0,0.0,40.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,,0.68,False,False,True
NCT01812603,487,1004.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,5,1,10.0,30.0,1,1.0,0.0,1.0,0.0,1.0,0.0,6.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,358.0,358.0,0.68,True,False,False
NCT01252667,2922,2957.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,6,2,4,0,20.0,37.0,8,0.0,2.0,0.0,1.0,0.0,0.0,44.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,365.0,0.65,False,False,True
NCT01260181,2374,2374.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,9,1,3.0,7.0,1,1.0,0.0,1.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1825.0,1825.0,0.99,False,False,True
NCT02414945,1966,1966.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,1,15.0,5.0,4,0.0,0.0,1.0,1.0,1.0,0.0,9.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1825.0,1825.0,0.68,True,False,False
NCT03694262,1350,1356.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,2,1,1,3,0,25.0,25.0,3,0.0,0.0,0.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1080.0,1800.0,0.65,False,False,True
NCT01808638,883,1036.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,3,1,9,1,47.0,34.0,3,1.0,1.0,1.0,1.0,1.0,0.0,29.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,365.0,0.99,True,False,False
NCT03094286,730,1793.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,2,1,1,8,1,20.0,32.0,1,0.0,0.0,1.0,1.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,720.0,720.0,0.68,False,False,True
NCT01590160,2287,2287.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,1,1,18.0,39.0,1,0.0,1.0,1.0,1.0,1.0,0.0,27.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,720.0,0.99,True,False,False
NCT01875380,1035,1035.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,1,30.0,43.0,1,0.0,0.0,1.0,0.0,1.0,0.0,46.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,900.0,0.175,False,False,True
NCT01266967,273,639.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,24,2,51.0,18.0,1,1.0,0.0,1.0,1.0,0.0,0.0,172.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,128.1,721.0,0.94,False,False,True
NCT02718144,943,943.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,2,2,1,18.0,9.0,1,0.0,0.0,1.0,1.0,1.0,0.0,12.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,84.0,0.99,True,False,False
NCT03966742,799,799.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,7,1,2,1,1,14.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,70.0,70.0,0.68,False,False,True
NCT03335267,426,953.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,0,19.0,17.0,1,0.0,0.0,1.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,912.5,365.0,0.65,False,False,True
NCT02080624,609,700.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,2,1,1,8.0,23.0,1,0.0,0.0,1.0,0.0,1.0,4.0,23.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,126.0,126.0,0.68,False,False,True
NCT01862003,1919,1919.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,2,4,1,35.0,24.0,5,0.0,0.0,1.0,1.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1080.0,1095.0,0.175,False,False,True
NCT02673398,1196,2120.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,7,0,26.0,11.0,4,0.0,0.0,1.0,1.0,1.0,0.0,25.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,1440.0,0.99,False,False,True
NCT03210740,252,322.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,1,0,10.0,16.0,2,1.0,1.0,1.0,1.0,1.0,3.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,112.0,0.99,False,False,True
NCT04052997,1224,1224.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,2,1,2,73,2,22.0,38.0,1,1.0,0.0,1.0,1.0,1.0,0.0,117.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1095.0,1095.0,0.83,False,False,True
NCT02962284,485,577.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,0,1,12.0,5.0,1,1.0,0.0,1.0,0.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.175,False,False,True
NCT01350947,1249,1249.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,1,1,3,0,18.0,15.0,1,0.0,0.0,1.0,1.0,1.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,,0.65,False,False,True
NCT04393753,1231,1231.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,1,1,22,1,6.0,10.0,1,1.0,0.0,1.0,1.0,1.0,0.0,19.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,720.0,1080.0,0.99,False,False,True
NCT01653496,580,580.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,6.0,7.0,1,0.0,0.0,0.0,0.0,1.0,0.0,168.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0.68,False,False,True
NCT01472731,336,336.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,5.0,25.0,2,0.0,0.0,1.0,1.0,1.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,0.68,False,False,True
NCT02419417,2098,2098.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,2,13,2,5.0,6.0,2,1.0,1.0,1.0,0.0,0.0,0.0,83.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,870.0,840.0,0.68,True,False,False
NCT02686593,789,820.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,5.0,12.0,1,0.0,0.0,1.0,1.0,1.0,0.0,50.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,1825.0,0.65,False,False,True
NCT01233687,1188,1188.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,1,1,1,0,0.0,0.0,1,0.0,0.0,2.0,1.0,1.0,0.0,49.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,42.0,720.0,0.99,True,False,False
NCT01965483,699,943.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,5.0,6.0,1,0.0,0.0,1.0,0.0,0.0,0.0,44.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,35.0,365.0,0.99,False,False,True
NCT02952534,1614,1623.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,149,2,9.0,7.0,1,1.0,0.0,1.0,1.0,1.0,0.0,277.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1095.0,1170.0,0.175,False,False,True
