protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,survival_5yr_relative,phase_PHASE1_PHASE2,phase_PHASE2_PHASE3,phase_PHASE2
NCT01874938,365,487.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,3,1,13.0,12.0,1,1.0,0.0,1.0,0.0,1.0,0.0,15.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,56.0,180.0,0.68,False,False,True
NCT03673657,584,1847.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,1,1,10.0,3.0,3,0.0,0.0,0.0,1.0,1.0,0.0,67.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,,1095.0,0.99,False,False,True
NCT03925974,1079,1079.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,1,1,12.0,10.0,3,1.0,1.0,1.0,1.0,0.0,0.0,45.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.68,False,False,True
NCT01877187,2497,2497.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,2,0,7.0,10.0,1,0.0,0.0,1.0,1.0,1.0,0.0,39.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,0.175,False,False,True
NCT02320448,884,884.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,7.0,10.0,1,0.0,0.0,2.0,1.0,1.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,150.0,150.0,0.99,False,False,True
NCT03853187,1174,1174.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,1,1,1,1,46.0,52.0,2,0.0,0.0,1.0,0.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,42.0,90.0,0.99,False,False,True
NCT02697032,1393,1393.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,1,1,1,1,23.0,17.0,2,0.0,0.0,0.0,1.0,1.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,42.0,0.99,False,False,True
NCT02095132,2470,3381.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,15,1,0,24,2,52.0,22.0,2,0.0,0.0,1.0,1.0,1.0,0.0,76.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,365.0,0.65,True,False,False
NCT01371201,649,3407.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,2,1,4,1,18.0,20.0,2,0.0,1.0,1.0,1.0,1.0,4.0,78.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,360.0,360.0,0.68,False,False,True
NCT01220271,1583,2041.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,4,1,10,2,14.0,15.0,3,1.0,0.0,1.0,0.0,0.0,0.0,75.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,,360.0,0.68,True,False,False
NCT02478957,274,366.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,3,2,1,8,1,10.0,17.0,2,1.0,2.0,1.0,0.0,1.0,4.0,41.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,42.0,0.68,False,False,True
NCT01054079,1065,1065.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,0,13.0,6.0,4,0.0,0.0,1.0,0.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,168.0,140.0,0.175,False,False,True
NCT01881867,1343,1575.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,2,1,16,0,28.0,29.0,2,0.0,1.0,0.0,0.0,1.0,0.0,54.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,77.0,1825.0,0.175,False,False,True
NCT03180437,365,730.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,1,1,7.0,5.0,2,0.0,1.0,1.0,1.0,1.0,0.0,62.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,90.0,0.68,True,False,False
NCT01979536,2695,3791.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,2,0,154,0,15.0,17.0,9,0.0,1.0,1.0,0.0,1.0,0.0,137.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1800.0,730.0,0.83,False,False,True
NCT04405349,1241,1241.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,2,1,1,21,1,13.0,22.0,2,1.0,0.0,1.0,0.0,1.0,0.0,52.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,365.0,365.0,0.175,False,False,True
NCT01723839,3394,3394.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,0,29.0,11.0,1,0.0,0.0,1.0,1.0,1.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,0.65,False,False,True
NCT02057640,1454,1454.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,1,1,2,0,39.0,32.0,3,0.0,0.0,2.0,1.0,1.0,0.0,16.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,28.0,1095.0,0.598,True,False,False
NCT02509507,2201,2713.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,2,1,32,2,7.0,8.0,2,1.0,2.0,1.0,0.0,0.0,0.0,127.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,688.1,,0.175,True,False,False
NCT02561273,1495,1861.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,10,1,1,8,0,38.0,12.0,9,0.0,0.0,1.0,1.0,1.0,0.0,54.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,150.0,730.0,0.83,True,False,False
NCT02927925,1052,1057.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,17,1,6.0,10.0,1,1.0,0.0,1.0,0.0,1.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,730.0,730.0,0.83,False,False,True
NCT02454972,1851,1851.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,40,2,28.0,5.0,1,1.0,0.0,1.0,1.0,1.0,0.0,345.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,,1825.0,0.68,False,False,True
NCT02019069,1400,1414.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,16,1,1,1,0,19.0,19.0,1,0.0,0.0,2.0,1.0,1.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,42.0,365.0,0.65,False,False,True
NCT01956669,1854,1854.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,0,31,2,50.0,23.0,1,1.0,0.0,1.0,0.0,1.0,0.0,57.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1650.0,1830.0,0.68,False,False,True
NCT04525066,1826,1826.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,2,1,0,1,4.0,4.0,2,0.0,1.0,2.0,0.0,1.0,1.0,39.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,720.0,720.0,0.99,False,False,True
NCT02689427,2610,2610.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,12,1,1,2,0,25.0,13.0,6,0.0,0.0,1.0,0.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,30.0,0.99,False,False,True
NCT02849327,365,1095.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,1,1,5.0,3.0,2,0.0,1.0,1.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,90.0,1095.0,0.68,True,False,False
NCT02205515,2010,2040.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,1,25.0,27.0,1,0.0,0.0,1.0,1.0,1.0,0.0,17.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,90.0,0.99,True,False,False
NCT01767415,730,883.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,0,1.0,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,10.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,30.0,0.68,True,False,False
NCT02075385,853,1126.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,1,1,5.0,5.0,1,0.0,1.0,1.0,1.0,1.0,0.0,94.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,,0.68,False,False,True
NCT02445742,1310,1518.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,13,1,24.0,13.0,1,0.0,0.0,1.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.68,False,False,True
NCT02477631,455,851.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,1,16.0,21.0,1,0.0,0.0,0.0,0.0,1.0,0.0,19.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,120.0,120.0,0.68,False,False,True
NCT02143219,2309,2309.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,6,1,12.0,17.0,4,0.0,0.0,1.0,1.0,1.0,0.0,72.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,84.0,84.0,0.68,False,False,True
NCT03419897,1178,1549.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,65,1,8.0,16.0,1,1.0,0.0,1.0,1.0,1.0,0.0,249.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1095.0,1460.0,0.175,False,False,True
NCT02669615,220,260.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,0,11.0,13.0,1,0.0,0.0,0.0,1.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,100.0,0.598,False,False,True
NCT04194801,674,674.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,3,1,3,1,17.0,30.0,3,1.0,2.0,1.0,0.0,0.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,660.0,660.0,0.175,True,False,False
NCT03481114,2137,2179.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,1,0,14.0,7.0,2,0.0,1.0,1.0,1.0,1.0,0.0,56.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,42.0,1825.0,0.99,False,False,True
NCT02344550,1734,1734.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,1,1,13.0,11.0,3,0.0,1.0,0.0,0.0,1.0,0.0,137.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,0.99,False,False,True
NCT03927105,190,1533.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,3,0,14.0,32.0,2,0.0,0.0,1.0,1.0,1.0,0.0,4.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,120.0,1800.0,0.83,False,False,True
NCT01519414,1315,1315.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,4,2,1,20,0,28.0,28.0,3,0.0,2.0,1.0,1.0,1.0,2.0,78.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,365.0,0.175,False,False,True
NCT03535961,730,730.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,20.0,17.0,1,0.0,0.0,0.0,1.0,1.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,720.0,0.99,False,False,True
NCT01590719,822,822.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,0,2,10.0,11.0,6,1.0,1.0,1.0,1.0,1.0,2.0,123.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,540.0,540.0,0.68,False,False,True
NCT01458288,273,273.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,3,1,1,1,0,24.0,23.0,1,1.0,0.0,1.0,1.0,1.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0.598,False,False,True
NCT02191878,700,761.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,4,1,1,15,2,9.0,15.0,1,1.0,0.0,1.0,0.0,1.0,0.0,43.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,0.175,True,False,False
NCT03463265,1486,1486.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,6,1,3,0,19.0,19.0,6,1.0,2.0,1.0,1.0,0.0,0.0,62.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1440.0,1440.0,0.326,False,False,True
NCT02221479,273,273.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,5,1,3.0,40.0,2,1.0,1.0,1.0,0.0,1.0,0.0,14.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,8.0,68.0,0.598,False,False,True
NCT02318277,1696,2111.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,1,1,0,0,3.0,23.0,2,1.0,0.0,1.0,0.0,1.0,0.0,176.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1095.0,1095.0,0.99,True,False,False
NCT02513472,1433,2048.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,22,0,37.0,34.0,2,1.0,0.0,1.0,0.0,1.0,0.0,258.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1095.0,1095.0,0.99,True,False,False
NCT03142516,1178,1178.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,4,1,1,12,1,18.0,29.0,4,0.0,0.0,1.0,0.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,360.0,1260.0,0.175,False,False,True
NCT01691898,1623,2324.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,6,1,41,2,7.0,15.0,4,1.0,1.0,1.0,1.0,1.0,0.0,231.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1277.5,2007.5,0.83,True,False,False
NCT02844777,315,315.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,3,1,1,0,2.0,7.0,3,1.0,1.0,1.0,0.0,1.0,4.0,93.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,,0.99,False,False,True
NCT01792310,1219,1219.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,2,9,1,5,1,17.0,9.0,1,1.0,1.0,1.0,0.0,0.0,0.0,54.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,42.0,0.68,True,False,False
NCT01198028,2974,2974.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,1,0,20.0,13.0,1,0.0,0.0,1.0,0.0,1.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,2190.0,2190.0,0.99,False,False,True
NCT02142049,1188,1188.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,2,5,1,10,0,13.0,9.0,3,1.0,2.0,1.0,0.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,365.0,1080.0,0.83,True,False,False
NCT02272803,720,2343.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,2,1,28,1,8.0,6.0,3,1.0,1.0,1.0,0.0,1.0,0.0,82.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,2160.0,0.598,False,False,True
NCT01361113,1316,2086.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,2,0,14.0,21.0,1,0.0,0.0,1.0,1.0,1.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,730.0,0.175,False,False,True
NCT01397708,1127,1127.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,9,0,8.0,15.0,2,1.0,0.0,1.0,0.0,1.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,0.94,True,False,False
NCT01785810,1379,1987.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,0,26.0,10.0,1,0.0,0.0,1.0,1.0,1.0,0.0,37.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,,0.68,False,False,True
NCT02467946,2274,2274.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,1,1,18.0,22.0,1,0.0,0.0,1.0,1.0,1.0,0.0,60.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,912.5,1095.0,0.68,True,False,False
NCT01620242,426,786.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,5,1,15.0,22.0,1,0.0,0.0,1.0,1.0,1.0,0.0,31.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,42.0,0.99,False,False,True
NCT04123340,731,731.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,6.0,10.0,1,0.0,0.0,0.0,0.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.68,False,False,True
NCT03409848,1465,1465.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,6,2,1,35,1,32.0,28.0,3,0.0,1.0,1.0,1.0,1.0,0.0,97.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1440.0,1440.0,0.175,False,False,True
NCT01460160,1871,3336.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,0,128,2,4.0,5.0,1,1.0,0.0,1.0,1.0,1.0,0.0,106.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1095.0,1825.0,0.65,False,False,True
NCT01867086,1035,1042.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,0,20.0,14.0,3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,360.0,0.68,False,False,True
NCT02294552,762,1127.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,6,3,1,1,1,10.0,10.0,6,0.0,1.0,2.0,0.0,0.0,0.0,200.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,365.0,365.0,0.83,False,False,True
NCT03009461,1110,1306.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,1,1,13.0,11.0,2,0.0,1.0,0.0,1.0,1.0,0.0,64.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.175,False,False,True
NCT02138955,1370,1447.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,2,1,15.0,11.0,1,1.0,0.0,1.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,56.0,0.68,True,False,False
NCT02157103,1035,1461.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,2,0,24.0,9.0,1,0.0,0.0,0.0,1.0,1.0,0.0,3.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,60.0,0.326,False,False,True
NCT02195011,1069,1069.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,3,0,12.0,37.0,2,0.0,1.0,1.0,0.0,0.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,450.0,540.0,0.175,False,False,True
NCT01719380,1072,2272.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,2,1,52,2,5.0,6.0,3,1.0,1.0,1.0,1.0,0.0,0.0,156.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1290.0,1290.0,0.175,False,False,True
NCT02556931,1948,1948.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,14,2,2,1,0,16.0,4.0,5,0.0,1.0,1.0,0.0,0.0,0.0,117.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,360.0,0.598,False,False,True
NCT02395822,427,427.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,0,17.0,25.0,1,0.0,0.0,1.0,1.0,1.0,0.0,17.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,180.0,0.65,False,False,True
NCT01285817,1703,4439.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,0,1,1,15.0,4.0,1,0.0,0.0,1.0,0.0,1.0,0.0,79.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,1095.0,0.68,False,False,True
NCT01910012,615,850.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,6,2,13.0,9.0,1,1.0,0.0,1.0,0.0,1.0,0.0,43.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,0.65,False,False,True
NCT04021589,842,842.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,1,1,5.0,1.0,2,0.0,1.0,0.0,0.0,1.0,0.0,40.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,,730.0,0.175,False,False,True
NCT03165994,1861,1964.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,10,0,7.0,14.0,5,1.0,0.0,1.0,0.0,1.0,0.0,34.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,261.0,261.0,0.68,False,False,True
NCT01874860,1795,1795.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,2,1,1,0,3.0,3.0,6,0.0,1.0,0.0,1.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,720.0,0.99,False,False,True
NCT02992743,1791,1932.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,6,0,18.0,12.0,3,1.0,0.0,1.0,0.0,1.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,720.0,730.0,0.68,False,False,True
NCT03742986,1502,1502.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,2,0,6.0,24.0,7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.99,False,False,True
NCT04508816,1735,1735.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,1,5.0,10.0,1,0.0,0.0,0.0,1.0,1.0,0.0,45.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.99,False,False,True
NCT03322540,391,1060.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,101,2,9.0,11.0,3,1.0,1.0,1.0,1.0,1.0,4.0,154.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,180.0,1110.0,0.99,False,False,True
NCT02698410,952,1082.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,10,1,9.0,17.0,1,1.0,0.0,1.0,0.0,1.0,0.0,40.0,False,1,0,0,0,0,0,0,0,0,0,0,1,0,315.0,364.0,0.68,False,False,True
NCT04799639,1187,1194.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,4,1,1,1,1,10.0,19.0,1,0.0,0.0,0.0,0.0,1.0,0.0,47.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0.175,False,False,True
NCT03239392,821,821.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,4,0,15.0,4.0,1,1.0,0.0,1.0,0.0,1.0,0.0,50.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,120.0,112.0,0.65,True,False,False
NCT01711970,1644,1644.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,0,14.0,12.0,1,1.0,0.0,1.0,1.0,0.0,0.0,38.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.68,True,False,False
NCT01403636,1066,1066.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,4,1,30,2,10.0,13.0,1,1.0,1.0,1.0,1.0,0.0,0.0,167.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,0.83,False,False,True
NCT01441297,1430,1582.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,1,1,7.0,37.0,1,0.0,0.0,2.0,0.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,56.0,56.0,0.99,False,False,True
NCT03274414,1960,1960.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,3,1,1,5,0,33.0,14.0,4,0.0,0.0,1.0,1.0,1.0,0.0,3.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.175,False,False,True
NCT02834364,2492,2492.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,7,1,11.0,4.0,2,0.0,0.0,0.0,0.0,1.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,900.0,0.598,False,False,True
NCT01434602,2939,3206.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,3,2,1,1,0,36.0,0.0,2,0.0,2.0,0.0,0.0,0.0,0.0,86.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,547.5,0.326,True,False,False
NCT04154189,821,1242.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,0,84,2,18.0,1.0,4,1.0,1.0,1.0,1.0,1.0,0.0,81.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,426.0,1800.0,0.65,False,False,True
NCT03245450,1169,1169.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,4,1,0,39,1,42.0,34.0,2,1.0,0.0,1.0,0.0,1.0,0.0,40.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.65,True,False,False
NCT01437449,2537,2861.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,2,2,0,17.0,6.0,4,0.0,0.0,0.0,1.0,1.0,0.0,27.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,56.0,730.0,0.99,False,False,True
NCT02946021,488,488.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,3,2,1,1,0,10.0,19.0,2,1.0,1.0,1.0,0.0,0.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,0.99,True,False,False
NCT04123925,370,447.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,14.0,25.0,1,0.0,0.0,1.0,0.0,1.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,70.0,1825.0,0.68,False,False,True
NCT03433183,994,1460.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,2,1,2,5,0,30.0,30.0,2,0.0,0.0,1.0,1.0,1.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,1460.0,0.68,False,False,True
NCT02751255,2295,2295.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,1,14.0,33.0,1,0.0,0.0,0.0,1.0,1.0,0.0,60.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,240.0,365.0,0.598,True,False,False
NCT02752204,707,1589.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,2,1,9,1,22.0,0.0,2,0.0,1.0,1.0,1.0,0.0,0.0,36.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,28.0,540.0,0.83,False,False,True
