protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,phase_PHASE2_PHASE3,phase_PHASE3
NCT05382988,1856.0,1856.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,3,2,2,0,1,2.0,1.0,1,0,1.0,1,1.0,1.0,0.0,62.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,,,1080,360,0.175,False,True
NCT03096847,778.0,1200.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,3,1,84,1,11.0,11.0,3,1,0.0,1,0.0,1.0,0.0,502.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,168.0,1140.0,1825,365,0.99,False,True
NCT03306394,1504.0,1504.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,1,1,99,1,11.0,9.0,1,0,0.0,1,0.0,1.0,0.0,907.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,84.0,84.0,1080,360,0.175,False,True
NCT02194166,1455.0,1455.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,3,1,7,1,13.0,15.0,3,1,2.0,1,1.0,1.0,0.0,90.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,364.0,1642.5,1825,365,0.99,False,True
NCT02460419,1857.0,1857.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,10.0,9.0,2,0,1.0,0,1.0,1.0,0.0,104.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,2190.0,2190.0,1440,360,0.99,False,True
NCT01819389,273.0,304.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,1,1,3.0,3.0,1,0,0.0,0,1.0,1.0,0.0,10.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,180.0,180.0,1095,730,0.65,False,True
NCT02373371,608.0,1164.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,1,1,2.0,4.0,3,0,0.0,1,0.0,1.0,0.0,26.0,False,1,0,0,0,1,0,0,1,0,0,0,0,0,84.0,180.0,4320,14,0.68,False,True
NCT02905266,361.0,1093.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,16,1,6.0,3.0,2,1,1.0,1,0.0,1.0,0.0,106.0,False,1,0,0,0,0,0,0,0,0,1,0,0,1,84.0,780.0,730,150,0.94,False,True
NCT02402712,1388.0,1388.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,1,1,112,1,7.0,23.0,3,1,0.0,1,1.0,1.0,0.0,418.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1277.5,1277.5,1825,365,0.99,False,True
NCT04852679,382.0,599.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,14,1,6.0,9.0,1,1,0.0,1,1.0,1.0,0.0,43.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,168.0,336.0,4320,14,0.68,False,True
NCT02915744,1338.0,1338.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,2,1,56,2,20.0,24.0,8,1,1.0,1,1.0,1.0,0.0,178.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1095.0,1095.0,1825,365,0.99,False,True
NCT05301517,383.0,401.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,45,1,7.0,12.0,2,1,1.0,1,1.0,1.0,0.0,159.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,63.0,112.0,4320,14,0.68,False,True
NCT01787383,334.0,334.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,10.0,29.0,2,1,1.0,1,0.0,1.0,0.0,200.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,56.0,49,14,0.99,False,True
NCT01639001,1004.0,2657.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,47,1,4.0,1.0,3,1,1.0,1,1.0,1.0,0.0,207.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,990.0,2270.7999999999997,49,14,0.99,False,True
NCT01876784,712.0,3049.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,2,1,61,2,10.0,8.0,2,1,1.0,1,0.0,1.0,3.0,243.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,660.0,765.0,1080,360,0.175,False,True
NCT03200704,601.0,633.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,1,1,7,2,31.0,6.0,2,1,0.0,1,1.0,1.0,0.0,152.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,1825,365,0.99,False,True
NCT01829711,1486.0,2191.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,1,1,34,2,8.0,22.0,2,1,0.0,1,1.0,1.0,0.0,80.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,2190.0,2190.0,1095,730,0.65,False,True
NCT02334748,1397.0,1397.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,1,0,3,1,0.0,3.0,1,1,0.0,1,0.0,1.0,0.0,31.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,365.0,,4320,14,0.68,False,True
NCT02586025,588.0,2191.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,2,1,23,1,13.0,15.0,6,1,1.0,1,1.0,1.0,3.0,329.0,False,1,0,0,0,1,0,0,1,0,0,1,0,1,4.0,2190.0,1825,365,0.99,False,True
NCT02979899,787.0,929.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,2,39,2,16.0,33.0,2,1,1.0,1,1.0,1.0,0.0,128.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,750.0,750.0,1825,240,0.65,False,True
NCT01254188,1310.0,1310.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,100,1,1.0,7.0,1,1,0.0,1,1.0,1.0,0.0,421.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,360.0,720.0,1095,730,0.65,False,True
NCT02203253,731.0,762.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,11,1,10.0,14.0,3,0,1.0,0,0.0,1.0,3.0,642.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,5.0,21.0,4320,14,0.68,False,True
NCT02288247,1977.0,3390.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,89,1,14.0,16.0,4,1,1.0,1,1.0,1.0,3.0,688.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,245.0,245.0,1080,360,0.175,False,True
NCT04878016,820.0,820.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,1,1,19.0,31.0,4,1,1.0,1,1.0,1.0,3.0,498.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,730.0,730.0,49,14,0.99,False,True
NCT01410955,731.0,762.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,6,1,7.0,7.0,2,1,1.0,1,0.0,1.0,4.0,46.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,1080,360,0.175,False,True
NCT03412890,824.0,1182.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,1,1,150,2,5.0,12.0,2,1,0.0,1,1.0,1.0,0.0,477.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,364.0,364.0,4320,14,0.68,False,True
NCT04237090,196.0,203.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,7,2,1,1,1,6.0,13.0,4,0,1.0,0,0.0,1.0,3.0,27.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,240.0,1.0,49,14,0.99,False,True
NCT02939079,519.0,549.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,0,1,14.0,6.0,3,0,1.0,0,0.0,1.0,3.0,50.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,365.0,,4320,14,0.68,True,False
NCT02863718,1772.0,2994.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,1,1,14.0,28.0,2,0,1.0,1,1.0,1.0,4.0,515.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1800.0,1800.0,1095,730,0.65,False,True
NCT03040726,1748.0,1748.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,3,2,1,1,0,7.0,21.0,5,0,1.0,1,0.0,1.0,2.0,53.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,15.0,15.0,4320,14,0.68,True,False
NCT03061812,1037.0,1037.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,195,2,8.0,7.0,3,1,1.0,1,1.0,1.0,0.0,444.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,618.0,618.0,49,14,0.99,False,True
NCT05921942,989.0,989.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,1,1,9.0,2.0,1,0,1.0,0,1.0,1.0,0.0,70.0,False,0,0,1,0,0,0,0,1,0,0,1,0,1,365.0,365.0,1080,360,0.175,False,True
NCT01999686,1584.0,1673.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,3,1,7,1,13.0,29.0,4,1,1.0,1,0.0,1.0,4.0,186.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,180.0,180.0,4320,14,0.68,False,True
NCT01962987,184.0,184.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,31,0,15.0,18.0,2,1,1.0,1,0.0,1.0,2.0,476.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,90.0,,49,14,0.99,False,True
NCT02634931,1035.0,1035.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,4,1,2,1,1,9.0,17.0,1,1,0.0,1,0.0,1.0,0.0,94.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,364.0,364.0,4320,14,0.68,False,True
NCT03950674,1183.0,2677.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,10,1,13.0,39.0,8,1,1.0,1,1.0,1.0,3.0,40.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,936.0,936.0,49,14,0.99,False,True
NCT02980965,1372.0,1372.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,1,1,12.0,13.0,2,0,1.0,0,1.0,1.0,0.0,249.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1460.0,2190.0,1825,365,0.99,False,True
NCT02883153,553.0,553.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,1,1,6.0,7.0,1,0,0.0,1,0.0,1.0,0.0,30.0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,365.0,,1080,360,0.175,True,False
NCT02030717,1185.0,1185.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,3,2,1,1,1,3.0,10.0,2,0,1.0,1,1.0,1.0,0.0,120.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,30.0,15.0,1080,360,0.175,True,False
NCT02358031,1439.0,3043.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,3,1,0,1,13.0,27.0,5,1,1.0,1,1.0,1.0,0.0,882.0,False,1,0,0,0,0,0,0,1,0,1,1,0,1,1410.0,1410.0,49,14,0.99,False,True
NCT01154140,1052.0,2148.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,249,2,6.0,11.0,2,1,1.0,1,1.0,1.0,0.0,343.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1050.0,2160.0,49,14,0.99,False,True
NCT01494506,823.0,1430.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,3,1,0,2,7.0,6.0,3,1,1.0,1,1.0,1.0,0.0,417.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,750.0,750.0,4320,14,0.68,False,True
NCT03607656,1606.0,2001.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,2,1,1,1,5.0,6.0,6,0,1.0,0,1.0,1.0,0.0,270.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1080.0,1080.0,4320,14,0.68,True,False
NCT02596126,1948.0,2099.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,2,1,113,1,10.0,14.0,2,0,1.0,1,1.0,1.0,0.0,2499.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,720.0,1440.0,4320,14,0.68,False,True
NCT03546842,214.0,214.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,6,1,0,1,1,5.0,25.0,1,1,0.0,1,0.0,1.0,0.0,201.0,True,0,0,1,0,0,0,0,0,0,1,0,0,1,210.0,210.0,1080,360,0.175,False,True
NCT01440088,1552.0,1704.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,2,92,2,21.0,29.0,2,1,1.0,1,1.0,1.0,0.0,640.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,730.0,730.0,1825,240,0.65,False,True
NCT01505920,457.0,457.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,2.0,10.0,2,0,1.0,0,0.0,1.0,1.0,101.0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,1080,360,0.175,False,True
NCT01997229,792.0,913.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,114,2,15.0,5.0,2,1,1.0,1,0.0,1.0,4.0,125.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,182.0,,4320,14,0.68,False,True
NCT05204758,598.0,1753.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,0,1,7.0,1.0,2,0,1.0,1,1.0,1.0,3.0,30.0,False,0,0,1,0,0,0,0,1,0,0,1,0,0,90.0,1095.0,49,14,0.99,False,True
NCT03717961,655.0,655.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,11.0,10.0,2,0,1.0,1,0.0,1.0,4.0,91.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,28.0,168.0,4320,14,0.68,False,True
NCT01216111,1936.0,1936.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,0,1,22.0,22.0,2,0,1.0,0,1.0,1.0,0.0,647.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1825.0,1825.0,1825,365,0.99,False,True
NCT05809336,1279.0,1279.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,16.0,20.0,2,0,1.0,1,0.0,1.0,0.0,172.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1080.0,1080.0,4320,14,0.68,True,False
NCT02330926,2922.0,2922.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,2,1,17,2,12.0,17.0,4,0,1.0,1,1.0,1.0,0.0,221.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,42.0,42.0,4320,14,0.68,False,True
NCT02580058,1003.0,2395.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,3,1,296,2,5.0,5.0,2,1,1.0,1,1.0,1.0,0.0,566.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,900.0,2100.0,4320,14,0.68,False,True
NCT01655693,1795.0,2525.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,69,2,29.0,23.0,3,1,1.0,1,1.0,1.0,0.0,397.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1350.0,720.0,1080,360,0.175,False,True
NCT01866319,552.0,2105.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,3,1,0,1,7.0,22.0,2,1,1.0,1,1.0,1.0,0.0,834.0,False,1,0,0,0,0,0,0,0,0,1,1,0,0,360.0,360.0,730,150,0.94,False,True
NCT03669588,593.0,593.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,66,2,3.0,8.0,2,1,1.0,1,1.0,1.0,4.0,167.0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,63.0,182.0,4320,14,0.68,False,True
NCT01618370,752.0,1316.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,1,1,0,1,17.0,26.0,1,1,0.0,1,0.0,1.0,0.0,705.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1095.0,365.0,4320,14,0.68,False,True
NCT01462890,3348.0,3683.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,5,2,1,0,1,31.0,44.0,4,0,1.0,1,1.0,1.0,0.0,927.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,900.0,930.0,4320,14,0.68,False,True
NCT02254486,273.0,273.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,2,1,12,0,5.0,35.0,2,1,1.0,1,0.0,1.0,1.0,621.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,1080,360,0.175,False,True
NCT04209114,1218.0,1218.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,3,3,1,116,2,9.0,9.0,3,1,1.0,1,1.0,1.0,0.0,114.0,False,1,0,0,0,1,0,0,0,0,1,1,0,1,1290.0,1290.0,4320,14,0.68,False,True
NCT03616444,1668.0,1668.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,1,1,5.0,14.0,1,1,1.0,1,1.0,1.0,2.0,400.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,730.0,730.0,4320,14,0.68,True,False
NCT02068092,2769.0,2769.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,1,1,3,0,20.0,6.0,1,0,0.0,0,0.0,1.0,0.0,51.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,360.0,360.0,1825,365,0.99,True,False
NCT01796002,2537.0,3633.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,131,1,26.0,52.0,2,0,1.0,1,1.0,1.0,0.0,421.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1800.0,,730,180,0.83,False,True
NCT01942135,435.0,3289.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,2,1,247,2,14.0,7.0,4,1,1.0,1,1.0,1.0,3.0,521.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,360.0,3066.0,1825,365,0.99,False,True
NCT05383625,395.0,456.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,1,1,4.0,8.0,3,0,1.0,0,1.0,1.0,2.0,50.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,84.0,180.0,4320,14,0.68,False,True
NCT01837251,2802.0,2802.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,193,1,16.0,29.0,3,1,1.0,1,1.0,1.0,0.0,682.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,900.0,900.0,4320,14,0.68,False,True
NCT04613674,1009.0,1182.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,7.0,26.0,2,1,1.0,1,0.0,1.0,4.0,441.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,168.0,730.0,1825,365,0.99,False,True
NCT03329911,746.0,1315.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,5,1,7.0,6.0,4,1,1.0,1,1.0,1.0,2.0,651.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,126.0,730.0,49,14,0.99,False,True
NCT01526369,1357.0,4022.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,35,1,26.0,17.0,3,0,1.0,1,1.0,1.0,0.0,75.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,270.0,900.0,1825,365,0.99,False,True
NCT04874935,513.0,513.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,3.0,8.0,2,0,1.0,0,1.0,1.0,1.0,66.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,180.0,180.0,1825,365,0.99,False,True
NCT02273141,273.0,273.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,2,1,19,1,9.0,35.0,2,1,1.0,1,0.0,1.0,1.0,515.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1080,360,0.175,False,True
NCT01964430,3016.0,3016.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,10,2,1,341,2,21.0,14.0,2,1,1.0,1,1.0,1.0,0.0,866.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,667.26,2334.96,4320,14,0.68,False,True
NCT01464086,1982.0,2174.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,2,1,1,1.0,6.0,1,0,1.0,1,0.0,1.0,0.0,107.0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,1095.0,,4320,14,0.68,False,True
NCT01429051,519.0,519.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,1,1,0,1,10.0,10.0,2,1,0.0,1,0.0,1.0,2.0,46.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1.0,84.0,4320,14,0.68,False,True
NCT03103087,756.0,1190.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,2,3,1,127,2,4.0,6.0,4,1,1.0,1,1.0,1.0,3.0,382.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,168.0,168.0,4320,14,0.68,False,True
NCT02500043,796.0,1394.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,139,2,8.0,6.0,2,1,1.0,1,1.0,1.0,4.0,507.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1380.0,1380.0,4320,14,0.68,False,True
NCT04298372,1009.0,1009.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,0,1,1,1,26.0,11.0,1,0,0.0,0,1.0,1.0,0.0,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,28.0,360.0,4320,14,0.68,False,True
NCT02990338,700.0,2505.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,2,1,111,2,6.0,21.0,3,1,1.0,1,1.0,1.0,0.0,307.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,536.9,1719.2,180,90,0.598,False,True
NCT03796858,600.0,600.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,117,1,10.0,7.0,2,1,1.0,1,0.0,1.0,3.0,285.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,168.0,168.0,4320,14,0.68,False,True
NCT03367572,2126.0,2126.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,18,0,15.0,16.0,7,0,1.0,0,1.0,1.0,2.0,1351.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,4.0,4.0,1825,365,0.99,False,True
NCT02845479,725.0,731.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,1,1,2,1,10.0,3.0,1,0,0.0,1,1.0,1.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,49,14,0.99,False,True
NCT02366143,1627.0,2078.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,240,2,9.0,12.0,4,1,1.0,1,1.0,1.0,0.0,1202.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1590.0,2040.0,49,14,0.99,False,True
NCT02371369,686.0,2181.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,3,4,1,39,2,31.0,18.0,2,1,2.0,1,1.0,1.0,4.0,120.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,175.0,2130.0,4320,14,0.68,False,True
NCT02555878,1078.0,1078.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,0,2,8.0,5.0,2,1,1.0,1,1.0,1.0,3.0,841.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,224.0,224.0,4320,14,0.68,False,True
NCT01857466,304.0,304.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,3,1,4.0,7.0,2,0,1.0,0,0.0,1.0,3.0,100.0,False,1,0,0,0,1,0,0,0,0,0,0,0,0,90.0,,4320,14,0.68,False,True
NCT04427072,873.0,1131.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,14,1,16.0,7.0,2,1,1.0,1,0.0,1.0,0.0,22.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,630.0,1260.0,49,14,0.99,False,True
NCT02919111,1194.0,1194.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,1,0,10.0,4.0,1,0,0.0,0,1.0,1.0,0.0,299.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,365.0,365.0,1080,360,0.175,True,False
NCT03901339,1626.0,1626.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,113,2,17.0,5.0,5,1,1.0,1,1.0,1.0,0.0,543.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1095.0,1825.0,1825,365,0.99,False,True
NCT02483767,519.0,519.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,0,1,5.0,5.0,2,0,1.0,1,1.0,1.0,0.0,98.0,False,0,0,1,0,0,0,0,1,0,0,1,0,0,730.0,1825.0,1825,365,0.99,False,True
NCT01326325,581.0,701.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,6.0,5.0,2,0,1.0,1,0.0,1.0,4.0,24.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,4320,14,0.68,False,True
NCT02468739,550.0,580.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,14.0,13.0,2,0,1.0,0,1.0,1.0,3.0,206.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,365.0,365.0,1825,365,0.99,False,True
NCT03829969,781.0,1703.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,5.0,1.0,1,0,2.0,1,1.0,1.0,4.0,514.0,False,1,0,0,0,0,0,0,0,0,1,1,1,0,730.0,730.0,49,14,0.99,False,True
NCT03515837,1663.0,1921.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,158,2,14.0,41.0,5,1,1.0,1,1.0,1.0,4.0,492.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,1530.0,1530.0,49,14,0.99,False,True
NCT02980731,1842.0,1842.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,1,1,33,1,12.0,8.0,1,1,0.0,1,1.0,1.0,0.0,210.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,336.0,1288.0,1095,730,0.65,False,True
NCT01541553,487.0,487.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,35,0,9.0,30.0,3,1,1.0,1,0.0,1.0,2.0,367.0,False,1,0,0,0,1,0,0,1,0,0,0,0,0,77.0,77.0,49,14,0.99,False,True
NCT01450761,1192.0,1982.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,225,2,4.0,3.0,5,1,1.0,1,1.0,1.0,4.0,1351.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,1140.0,1140.0,49,14,0.99,False,True
NCT02175277,1012.0,1012.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,4,1,4.0,11.0,1,1,0.0,1,0.0,1.0,0.0,9.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,511.0,,4320,14,0.68,False,True
