protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,phase_PHASE2_PHASE3,phase_PHASE3
NCT02282020,1342.0,2720.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,94,2,12.0,7.0,2,1,1.0,1,1.0,1.0,0.0,266.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1095.0,2190.0,4320,14,0.68,False,True
NCT02367794,1210.0,2078.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,3,1,242,2,6.0,17.0,4,1,1.0,1,1.0,1.0,0.0,1021.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1170.0,2040.0,49,14,0.99,False,True
NCT01763671,944.0,1431.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,55,1,4.0,4.0,3,0,2.0,1,1.0,1.0,0.0,166.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,120.0,240.0,49,14,0.99,False,True
NCT03911310,354.0,538.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,1.0,5.0,2,0,2.0,1,1.0,1.0,3.0,96.0,False,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,180.0,1080,360,0.175,False,True
NCT01407068,153.0,153.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,8,2,8.0,15.0,1,1,0.0,1,0.0,1.0,0.0,60.0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,30.0,60.0,4320,14,0.68,False,True
NCT01724528,365.0,365.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,0,1,3.0,5.0,2,1,1.0,1,0.0,1.0,4.0,346.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,8.0,6.0,4320,14,0.68,False,True
NCT01572038,2667.0,2667.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,1,1,299,1,5.0,18.0,5,1,0.0,1,1.0,1.0,0.0,1436.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,210.0,1080.0,1825,365,0.99,False,True
NCT03920293,791.0,1535.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,2,106,2,5.0,8.0,2,1,1.0,1,0.0,1.0,3.0,175.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,182.0,182.0,4320,14,0.68,False,True
NCT02031744,714.0,714.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,8,1,19.0,18.0,3,1,1.0,1,1.0,1.0,2.0,530.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1080.0,1080.0,49,14,0.99,False,True
NCT02102204,955.0,1189.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,229,2,13.0,5.0,1,1,0.0,1,0.0,1.0,0.0,902.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,563.0,720.0,1080,360,0.175,False,True
NCT02114385,394.0,394.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,0,7,1,4.0,24.0,2,1,1.0,1,0.0,1.0,4.0,500.0,True,0,0,1,0,0,0,0,0,0,1,0,0,1,210.0,210.0,4320,14,0.68,False,True
NCT02279108,547.0,608.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,12.0,7.0,2,0,1.0,1,0.0,1.0,0.0,99.0,True,0,1,0,0,0,0,0,1,0,0,0,0,0,,60.0,1825,365,0.99,False,True
NCT03099382,731.0,731.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,2,1,14.0,24.0,3,1,1.0,1,0.0,1.0,0.0,457.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,720.0,,1440,360,0.99,False,True
NCT03068455,1158.0,1393.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,2,124,2,5.0,14.0,2,1,1.0,1,1.0,1.0,2.0,1844.0,False,1,0,0,0,0,0,0,0,0,1,1,0,0,1095.0,1350.0,730,150,0.94,False,True
NCT01926236,1434.0,1795.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,4,2,1,17,1,17.0,10.0,4,0,1.0,0,1.0,1.0,0.0,162.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,360.0,360.0,1440,360,0.99,False,True
NCT01728805,1581.0,3030.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,73,2,17.0,17.0,2,1,1.0,1,1.0,1.0,0.0,372.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,1080.0,1080.0,730,180,0.83,False,True
NCT04838626,808.0,808.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,2,1,1,16,2,7.0,13.0,1,1,0.0,1,0.0,1.0,0.0,188.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,42.0,42.0,1080,360,0.175,True,False
NCT03703310,678.0,678.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,49,2,27.0,20.0,2,1,1.0,1,1.0,1.0,4.0,174.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,360.0,360.0,4320,14,0.68,False,True
NCT02027428,1312.0,1997.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,119,2,24.0,20.0,7,1,2.0,1,1.0,1.0,0.0,427.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,828.0,1676.7,49,14,0.99,False,True
NCT02611960,1687.0,2356.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,0,1,11.0,26.0,4,1,1.0,1,1.0,1.0,0.0,233.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,1590.0,2190.0,4320,14,0.68,False,True
NCT03753776,1635.0,1726.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,4,1,1,1,4.0,8.0,4,0,1.0,1,0.0,1.0,4.0,232.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,42.0,42.0,1825,365,0.99,False,True
NCT01836328,1400.0,1400.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,3,1,4.0,7.0,2,0,1.0,0,1.0,1.0,2.0,44.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0,7.0,4320,14,0.68,False,True
NCT02725528,1623.0,1623.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,10,1,5.0,14.0,2,0,1.0,0,1.0,1.0,1.0,22.0,True,1,0,0,0,1,0,0,1,0,0,0,0,0,365.0,1460.0,4320,14,0.68,False,True
NCT04239560,229.0,320.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,1.0,1.0,2,0,1.0,0,1.0,1.0,2.0,257.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,,,4320,14,0.68,False,True
NCT03195491,1261.0,1261.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,1,1,30,1,6.0,5.0,1,1,0.0,1,0.0,1.0,0.0,400.0,False,1,0,0,0,0,0,0,0,0,1,0,0,1,730.0,730.0,49,14,0.99,False,True
NCT03066778,944.0,1603.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,148,2,9.0,51.0,5,1,1.0,1,1.0,1.0,4.0,453.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,915.0,915.0,49,14,0.99,False,True
NCT02282813,760.0,760.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,3,4,1,0,1,13.0,6.0,4,1,1.0,1,0.0,1.0,0.0,298.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,180.0,180.0,1080,360,0.175,False,True
NCT04193722,1363.0,1363.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,2,1,1,1,6.0,7.0,1,0,1.0,0,1.0,1.0,0.0,189.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,180.0,180.0,1825,365,0.99,False,True
NCT01374906,1874.0,1874.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,82,2,6.0,7.0,3,1,1.0,1,1.0,1.0,3.0,150.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,210.0,1080.0,4320,14,0.68,False,True
NCT01310894,1581.0,1642.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,51,1,8.0,11.0,1,0,1.0,1,1.0,1.0,0.0,413.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,720.0,720.0,1080,360,0.175,False,True
NCT03136328,289.0,289.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,0,1,19.0,7.0,1,0,0.0,1,1.0,1.0,0.0,11.0,True,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,4320,14,0.68,False,True
NCT02654054,758.0,1086.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,2,3,1,96,2,5.0,6.0,4,1,1.0,1,1.0,1.0,4.0,413.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,180.0,180.0,4320,14,0.68,False,True
NCT01515189,1450.0,2008.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,88,2,2.0,2.0,1,1,1.0,1,1.0,1.0,4.0,831.0,False,1,0,0,0,0,0,0,0,0,1,1,1,0,1440.0,1980.0,730,150,0.94,False,True
NCT01539317,701.0,701.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,4,2,1,1,0,10.0,9.0,2,0,2.0,0,1.0,1.0,2.0,50.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,28.0,1825,365,0.99,False,True
NCT05021263,581.0,581.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,1,0,5.0,13.0,2,0,1.0,0,1.0,1.0,4.0,90.0,True,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,,4320,14,0.68,False,True
NCT02755597,1708.0,2226.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,97,2,8.0,9.0,4,1,1.0,1,1.0,1.0,4.0,291.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,858.0,1368.0,180,90,0.598,False,True
NCT01237808,2691.0,2691.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,33,1,14.0,22.0,3,0,1.0,0,1.0,1.0,0.0,144.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,730.0,730.0,1095,730,0.65,False,True
NCT01704079,638.0,669.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,2,1,1,0,8.0,5.0,2,1,1.0,1,1.0,1.0,2.0,216.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,180.0,180.0,1080,360,0.175,False,True
NCT01901042,305.0,305.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,0,1,1.0,1.0,2,0,1.0,0,1.0,1.0,2.0,20.0,False,0,0,1,0,0,0,0,0,0,0,0,0,0,35.0,,1080,360,0.175,True,False
NCT01588353,610.0,610.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,0,1,5.0,14.0,1,1,0.0,1,1.0,1.0,0.0,104.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,30.0,90.0,4320,14,0.68,False,True
NCT04554056,698.0,775.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,1,1,15.0,26.0,2,1,1.0,1,1.0,1.0,4.0,586.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,21.0,21.0,1825,365,0.99,True,False
NCT01640808,1644.0,1675.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,0,1,17.0,22.0,2,1,1.0,1,1.0,1.0,4.0,616.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,84.0,84.0,1080,360,0.175,False,True
NCT01694277,3166.0,3166.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,5,2,6.0,3.0,2,1,1.0,1,1.0,1.0,0.0,258.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1800.0,1800.0,4320,14,0.68,False,True
NCT01677910,1168.0,1168.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,4,1,75,2,13.0,6.0,2,1,1.0,1,1.0,1.0,4.0,135.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,380.09999999999997,84.0,4320,14,0.68,False,True
NCT03743051,1333.0,1518.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,2,1,72,2,26.0,44.0,2,1,1.0,1,0.0,1.0,4.0,316.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,84.0,49,14,0.99,False,True
NCT02549417,450.0,450.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,1,1,3.0,9.0,1,1,0.0,1,0.0,1.0,0.0,39.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,210.0,210.0,1080,360,0.175,False,True
NCT02691494,742.0,1085.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,2,3,1,105,2,5.0,6.0,4,1,1.0,1,1.0,1.0,4.0,378.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,180.0,180.0,4320,14,0.68,False,True
NCT02346227,1308.0,1308.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,2,1,1,1,4.0,10.0,2,0,0.0,2,1.0,1.0,4.0,327.0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,60.0,180.0,1080,360,0.175,False,True
NCT02063685,3440.0,3440.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,4,1,48,1,31.0,24.0,5,0,0.0,1,0.0,1.0,0.0,807.0,True,1,0,0,0,0,0,0,1,0,0,1,1,0,,,730,180,0.83,False,True
NCT03150875,2000.0,2000.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,2,1,18.0,45.0,2,1,1.0,1,1.0,1.0,0.0,290.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1050.0,1050.0,49,14,0.99,False,True
NCT01435200,488.0,519.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,8.0,4.0,1,0,1.0,0,0.0,1.0,0.0,64.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,180.0,180.0,4320,14,0.68,False,True
NCT02794493,1005.0,1120.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,0,1,16.0,6.0,2,0,1.0,0,1.0,1.0,4.0,156.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,42.0,42.0,4320,14,0.68,False,True
NCT01544790,1583.0,1583.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,2,1,1,1,7.0,4.0,1,0,1.0,0,1.0,1.0,0.0,112.0,False,1,0,0,0,1,0,0,0,0,0,1,0,0,14.0,1825.0,1440,360,0.99,False,True
NCT01313689,1069.0,2202.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,80,1,8.0,15.0,2,1,1.0,1,0.0,1.0,0.0,122.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1800.0,1800.0,4320,14,0.68,False,True
NCT02549352,326.0,639.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,3.0,4.0,2,1,1.0,1,0.0,1.0,4.0,391.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,56.0,56.0,49,14,0.99,False,True
NCT01566474,1887.0,1887.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,1.0,10.0,2,0,1.0,1,1.0,1.0,1.0,80.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,180.0,180.0,4320,14,0.68,False,True
NCT03131713,548.0,548.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,0,2.0,1.0,1,0,1.0,1,0.0,1.0,0.0,101.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,,2.0,730,150,0.94,False,True
NCT03295565,1319.0,1760.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,2,1,19,1,28.0,18.0,3,0,2.0,1,0.0,1.0,0.0,100.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,84.0,720.0,1080,360,0.175,True,False
NCT01381575,365.0,1233.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,3,0,33,1,10.0,20.0,1,1,1.0,1,1.0,1.0,0.0,1447.0,True,0,0,1,0,0,0,0,0,0,1,0,0,1,210.0,1080.0,4320,14,0.68,False,True
NCT04109066,1153.0,1498.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,240,2,16.0,19.0,7,1,1.0,1,1.0,1.0,2.0,521.0,False,1,0,0,0,1,0,0,1,0,1,0,0,1,1110.0,1110.0,1825,365,0.99,False,True
NCT02187744,533.0,533.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,52,2,4.0,4.0,6,1,1.0,1,1.0,1.0,4.0,226.0,False,1,0,0,0,0,0,0,1,0,1,0,0,0,,,1825,365,0.99,False,True
NCT03085095,920.0,1683.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,162,2,11.0,9.0,2,1,1.0,1,1.0,1.0,0.0,1134.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,343.0,343.0,1080,360,0.175,False,True
NCT01568866,873.0,2056.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,241,2,32.0,34.0,3,1,1.0,1,1.0,1.0,0.0,929.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,357.0,1125.0,180,90,0.598,False,True
NCT02116530,243.0,457.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,2,1,177,2,25.0,6.0,4,0,1.0,1,1.0,1.0,2.0,401.0,False,0,0,0,1,0,0,0,1,0,0,0,0,0,5.0,6.0,1095,730,0.65,False,True
NCT02853305,1322.0,2191.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,0,1,13.0,34.0,4,1,1.0,1,1.0,1.0,0.0,1010.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,1260.0,1650.0,1440,360,0.99,False,True
NCT02680041,518.0,518.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,17,0,16.0,5.0,1,1,0.0,1,0.0,1.0,0.0,221.0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,22.0,180.0,1080,360,0.175,False,True
NCT01424566,1106.0,1277.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,2,1,0,1,7.0,10.0,2,1,1.0,1,1.0,1.0,3.0,406.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,36.0,36.0,4320,14,0.68,False,True
NCT01269567,1461.0,1461.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,4,2,1,22,1,10.0,12.0,2,0,1.0,1,1.0,1.0,0.0,494.0,False,0,0,1,0,1,0,0,0,0,0,0,0,0,30.0,180.0,4320,14,0.68,False,True
NCT01418937,955.0,955.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,1,1,5,1,9.0,18.0,1,1,0.0,1,1.0,1.0,0.0,164.0,True,0,0,1,0,0,0,0,0,0,1,0,0,0,360.0,,4320,14,0.68,False,True
NCT03149003,1361.0,1361.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,61,2,25.0,34.0,2,1,1.0,1,1.0,1.0,0.0,221.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,720.0,720.0,4320,1080,0.326,False,True
NCT04174599,287.0,433.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,11.0,18.0,1,1,1.0,1,1.0,1.0,1.0,242.0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,21.0,240.0,1825,365,0.99,False,True
NCT05189873,207.0,207.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,1,1,0.0,0.0,2,0,1.0,1,1.0,1.0,2.0,128.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,,4320,14,0.68,False,True
NCT01512745,851.0,851.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,2,1,10.0,13.0,2,1,1.0,1,1.0,1.0,4.0,267.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,900.0,900.0,4320,14,0.68,False,True
NCT01740427,1099.0,3912.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,305,2,11.0,6.0,4,1,1.0,1,1.0,1.0,4.0,666.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,912.5,3175.4999999999995,1825,365,0.99,False,True
NCT01413828,1919.0,1919.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,20.0,23.0,2,0,1.0,1,1.0,1.0,0.0,201.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,730.0,1825.0,1825,365,0.99,True,False
NCT02367781,1064.0,2104.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,132,2,8.0,12.0,4,1,1.0,1,1.0,1.0,0.0,723.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1050.0,2070.0,49,14,0.99,False,True
NCT01953003,1399.0,1399.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,2,1,22.0,19.0,2,1,1.0,1,0.0,1.0,0.0,112.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1095.0,,1825,365,0.99,False,True
NCT02125344,701.0,791.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,7,2,1,1,1,39.0,41.0,8,0,1.0,1,1.0,1.0,0.0,961.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,126.0,1825.0,1825,365,0.99,False,True
NCT02336750,2557.0,2557.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,13.0,14.0,2,0,1.0,0,0.0,1.0,0.0,212.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,6.0,63.0,1825,365,0.99,False,True
NCT02577406,1539.0,3008.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,2,1,86,2,42.0,42.0,5,1,1.0,1,1.0,1.0,0.0,319.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1470.0,1470.0,1095,730,0.65,False,True
NCT02631876,1035.0,1400.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,4,2,1,131,2,8.0,6.0,4,1,1.0,1,1.0,1.0,0.0,366.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,608.3000000000001,608.3000000000001,1440,360,0.99,False,True
NCT01735175,334.0,610.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,4,2,1,41,1,2.0,8.0,2,1,1.0,1,1.0,1.0,4.0,316.0,False,0,0,0,1,0,0,0,1,0,0,0,0,1,21.0,287.0,1825,365,0.99,False,True
NCT04620369,762.0,762.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,3,2,1,20,0,12.0,2.0,3,0,1.0,1,1.0,1.0,2.0,59.0,False,0,0,0,1,0,0,0,1,0,0,0,0,1,14.0,14.0,1095,730,0.65,False,True
NCT01998230,607.0,607.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,0.0,0.0,1,0,1.0,2,1.0,1.0,0.0,280.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,180.0,4320,14,0.68,False,True
NCT04732286,1088.0,1088.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,26,1,6.0,6.0,2,1,0.0,1,0.0,1.0,0.0,100.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1095.0,1095.0,1080,360,0.175,False,True
NCT02032277,716.0,2416.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,3,1,158,2,12.0,10.0,7,1,1.0,1,1.0,1.0,4.0,634.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,252.0,1460.0,1825,365,0.99,False,True
NCT02301156,1891.0,1891.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,88,2,4.0,6.0,2,1,1.0,1,1.0,1.0,0.0,126.0,False,1,0,0,0,0,0,0,1,0,0,0,1,1,1860.0,1860.0,1095,730,0.65,False,True
NCT03106662,1004.0,1096.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,1,1,3.0,2.0,2,0,0.0,0,1.0,1.0,0.0,6.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,1080.0,1080.0,1095,730,0.65,False,True
NCT02903004,983.0,983.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,1,1,25.0,13.0,6,0,1.0,1,0.0,1.0,0.0,242.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1460.0,1460.0,4320,14,0.68,False,True
NCT03299244,694.0,694.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,90,1,10.0,23.0,2,1,1.0,1,0.0,1.0,4.0,637.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,140.0,140.0,1080,360,0.175,False,True
NCT02775734,304.0,304.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,3.0,11.0,2,0,1.0,0,1.0,1.0,4.0,144.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,180.0,450.0,4320,14,0.68,True,False
NCT01824992,366.0,550.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,0,1,10.0,1.0,1,1,1.0,1,1.0,1.0,0.0,325.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,180.0,180.0,4320,14,0.68,True,False
NCT03575351,1826.0,1826.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,54,2,13.0,22.0,2,1,1.0,1,1.0,1.0,0.0,184.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1095.0,1642.5,730,180,0.83,False,True
NCT01725789,1247.0,1247.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,6,1,4.0,10.0,2,0,1.0,0,1.0,1.0,1.0,454.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,84.0,84.0,4320,14,0.68,False,True
NCT04854993,434.0,437.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,1,1,4.0,14.0,2,0,1.0,1,1.0,1.0,4.0,34.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,1080,360,0.175,False,True
NCT01862874,1525.0,1525.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,2,0,0,1,4.0,9.0,2,1,1.0,1,1.0,1.0,3.0,1124.0,True,0,0,1,0,0,0,0,0,0,1,0,0,1,1080.0,1080.0,4320,14,0.68,False,True
NCT02807636,2253.0,2783.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,224,2,19.0,48.0,5,1,1.0,1,1.0,1.0,2.0,1213.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,2190.0,2700.0,1440,360,0.99,False,True
NCT02538666,1084.0,2221.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,3,1,197,2,4.0,6.0,3,1,1.0,1,1.0,1.0,4.0,907.0,False,1,0,0,0,0,0,0,0,0,1,1,0,0,1110.0,2190.0,49,14,0.99,False,True
