protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,phase,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,conditions_category_num
NCT03650491,1034,1034.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,2,1,7,0,9.0,15.0,1,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,31,False,1,0,0,0,0,0,0,0,0,0,0,1,1,180.0,180.0,180,90,0.598,0
NCT01693991,426,426.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,2,2,1,2.0,4.0,2,0,0.0,0.0,0.0,['PHASE1'],1.0,1.0,60,False,0,0,0,1,0,0,0,0,0,0,0,0,0,60.0,180.0,4320,14,0.68,11
NCT02840994,1126,1126.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,7,0,67.0,28.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,49,14,0.99,1
NCT04293094,957,1071.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,3,1,22,2,17.0,4.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,66,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,4320,14,0.68,11
NCT03974594,56,56.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,17.0,22.0,2,1,1.0,1.0,0.0,['PHASE1'],1.0,4.0,64,False,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,28.0,1080,360,0.175,2
NCT03254394,1109,1294.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,2,1,1,0,5.0,14.0,3,0,1.0,0.0,1.0,"['PHASE1', 'PHASE2']",1.0,4.0,26,False,0,0,1,0,0,0,0,0,0,0,0,0,0,98.0,252.0,1080,360,0.175,2
NCT02076191,1630,1630.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,8,0,10.0,1.0,2,0,0.0,2.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,49,False,1,0,0,0,0,0,0,0,0,0,0,0,1,35.0,140.0,4320,14,0.68,11
NCT02639091,840,1352.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,0,2,13.0,17.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,4320,14,0.68,11
NCT03126591,1403,2059.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,3,1,6,2,6.0,20.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,38,False,1,0,0,0,0,0,0,0,0,0,1,1,1,21.0,900.0,1825,240,0.65,6
NCT03315091,188,188.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,7,1,22.0,0.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,31,False,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,30.0,4320,14,0.68,11
NCT02191891,1275,1275.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,10,1,18.0,27.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,32,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,49,14,0.99,1
NCT01579994,3178,3178.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,5,0,11.0,20.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,730.0,49,14,0.99,1
NCT03516591,770,770.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,2,1,5,0,13.0,5.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,,4320,14,0.68,11
NCT03031691,120,243.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,5,0,8.0,9.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,7,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,1080,360,0.175,2
NCT05116891,639,639.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,4,3,1,6,1,41.0,40.0,4,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,40,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1095.0,1095.0,49,14,0.99,1
NCT01657591,1516,3343.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,15.0,13.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,1,0,1,252.0,540.0,730,150,0.94,8
NCT02821494,1827,1827.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,1,10.0,14.0,1,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,25,False,0,0,0,0,0,0,0,0,0,0,0,0,1,182.0,182.0,4320,14,0.68,11
NCT06155994,891,891.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,1,1,16.0,22.0,1,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,4320,14,0.68,11
NCT01201694,823,823.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,2,2,1,0,9.0,13.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,4320,14,0.68,11
NCT03035591,869,869.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,1,1,5.0,5.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,4320,14,0.68,11
NCT04196491,1106,1106.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,22,0,19.0,31.0,4,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,1,1,1,730.0,730.0,180,90,0.598,0
NCT01608594,1365,1378.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,2,1,1,0,31.0,23.0,2,0,1.0,2.0,1.0,['PHASE1'],1.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1825.0,1825.0,730,150,0.94,8
NCT01405391,1522,1522.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,2,0,9.0,9.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,42,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,720.0,1080,360,0.175,2
NCT02046291,2073,2244.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,13.0,7.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,21,False,0,0,0,1,0,0,0,0,0,0,0,0,0,,100.0,4320,14,0.68,11
NCT02952729,798,798.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,3,1,1,5,0,13.0,11.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,120,False,1,0,0,0,0,0,0,0,0,0,0,0,1,98.0,360.0,49,14,0.99,1
NCT04057729,67,67.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,9.0,42.0,1,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,16,True,0,0,0,0,0,0,0,0,0,0,0,0,1,,,4320,14,0.68,11
NCT04699929,620,620.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,3,1,9.0,38.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,4320,14,0.68,11
NCT02041429,820,2526.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,2,4,1,1,0,18.0,12.0,2,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,300.0,1825,365,0.99,5
NCT04457180,185,215.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,15.0,29.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,16.0,16.0,4320,14,0.68,11
NCT01594229,2976,2976.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,8,0,3.0,16.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,,730,180,0.83,7
NCT02318329,1580,1702.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,3,1,26,2,8.0,18.0,1,1,1.0,1.0,1.0,['PHASE1'],0.0,0.0,79,False,1,0,0,0,0,0,0,0,0,0,0,1,1,112.0,112.0,1440,360,0.99,3
NCT02708680,1774,1774.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,29,2,11.0,21.0,3,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,4.0,89,False,1,0,0,0,0,0,0,0,0,0,1,1,1,365.0,1825.0,1825,365,0.99,5
NCT03439280,1379,1379.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,7,1,7,0,31.0,14.0,3,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,50,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1350.5,1350.5,180,90,0.598,0
NCT03569280,1141,1297.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,3,0,14.0,14.0,1,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,1080,360,0.175,2
NCT03823989,1032,1092.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,3,1,3,1,25.0,20.0,2,1,2.0,1.0,1.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,1,1,1,49.0,238.0,4320,14,0.68,11
NCT01373229,790,1155.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,0,6.0,14.0,1,0,0.0,2.0,0.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,1,0,0,480.0,730.0,1095,730,0.65,4
NCT03207529,1668,1668.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,18,1,1,1,0,35.0,39.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,112.0,1825,365,0.99,5
NCT03259529,1036,1036.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,3,1,1,1,10.0,6.0,6,0,2.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,1,1,1,360.0,360.0,730,180,0.83,7
NCT02381080,402,402.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,0,1,13.0,7.0,3,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,240.0,1095,730,0.65,4
NCT01781429,1798,2010.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,9,0,19.0,18.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,136,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1260.0,15.0,4320,14,0.68,11
NCT02014129,469,2072.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,2,3,1,1,1,11.0,10.0,1,1,1.0,1.0,0.0,['PHASE1'],1.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,1,32.0,720.0,730,180,0.83,7
NCT03288480,1020,1172.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,7,0,14.0,28.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,1,1,540.0,540.0,180,90,0.598,0
NCT03360929,1110,1110.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,4,1,18.0,14.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,,49,14,0.99,1
NCT03833180,1740,1740.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,12,3,1,14,0,25.0,26.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,91,False,1,0,0,0,0,0,0,0,0,0,1,1,1,21.0,1277.5,730,180,0.83,7
NCT02029729,639,639.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,1,0,16.0,20.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,49,14,0.99,1
NCT01120080,486,486.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,2,1,1,0,3.0,1.0,2,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",1.0,1.0,1948,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,4320,14,0.68,11
NCT03575780,230,398.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,15.0,33.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,6.0,29.0,4320,14,0.68,11
NCT01459380,1702,1950.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,8,2,1,13,0,46.0,51.0,5,0,1.0,1.0,0.0,['PHASE1'],0.0,0.0,41,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,1080,360,0.175,2
NCT04929080,664,664.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,4,1,1,1,6.0,0.0,3,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,149,False,1,0,0,0,0,0,0,0,0,0,1,1,1,730.0,730.0,49,14,0.99,1
NCT05592262,29,29.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,7.0,25.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,20,True,1,0,0,0,0,0,0,0,0,0,0,0,1,10.0,17.0,4320,14,0.68,11
NCT01300962,2017,2709.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,4,1,2,0,67.0,0.0,5,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,47,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,1825,365,0.99,5
NCT01693562,2732,2732.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,23,1,79,2,16.0,19.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,1022,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1916.25,1916.25,4320,14,0.68,11
NCT03101280,1202,1202.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,11,1,22.0,7.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,29,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1350.0,1350.0,4320,14,0.68,11
NCT01324180,1948,2201.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,0,5,0,15.0,18.0,6,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,1,45.0,45.0,1095,730,0.65,4
NCT03434262,1670,2272.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,56,3,0,1,0,1.0,4.0,5,0,1.0,1.0,0.0,['PHASE1'],0.0,0.0,68,False,1,0,0,0,0,0,0,0,0,0,0,1,0,30.0,1095.0,4320,1080,0.326,9
NCT01837862,3814,3814.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,12,2,0,1,0,27.0,15.0,6,0,1.0,2.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,1,0,0,84.0,1095.0,1825,240,0.65,6
NCT04547062,826,826.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,0,1,1,1,7.0,11.0,1,0,2.0,1.0,1.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,0,45.0,900.0,1095,730,0.65,4
NCT03531762,49,49.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,6,1,1,1,5.0,4.0,2,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,12,True,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0,11.0,4320,14,0.68,11
NCT01948362,92,92.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,3.0,28.0,2,1,0.0,1.0,1.0,['PHASE1'],1.0,4.0,29,True,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,,1080,360,0.175,2
NCT00669162,1461,1704.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,3.0,52.0,3,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,0,0,0,240.0,,1080,360,0.175,2
NCT02273362,1905,2663.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,2,1,1,6,0,33.0,16.0,4,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,25,False,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,7.0,1080,360,0.175,2
NCT03063762,1547,1547.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,6,1,23,2,6.0,12.0,3,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,69,False,1,0,0,0,0,0,0,0,0,0,1,1,0,720.0,1800.0,1080,360,0.175,2
NCT03439462,1507,1517.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,6,0,29.0,28.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,1500.0,1080,360,0.175,2
NCT02365480,610,1275.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,2,1,2,2,12.0,11.0,3,0,1.0,1.0,1.0,['PHASE1'],1.0,2.0,18,False,0,0,1,0,0,0,0,0,0,0,0,0,1,120.0,90.0,4320,14,0.68,11
NCT03695380,1645,1645.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,4,1,20,2,18.0,31.0,3,1,1.0,1.0,0.0,['PHASE1'],1.0,0.0,77,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1440.0,1440.0,4320,14,0.68,11
NCT01398462,1614,1614.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,1,1,5,2,23.0,10.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,69,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1.0,1095,730,0.65,4
NCT01692262,577,577.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,6,3,1,8,2,8.0,5.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,59,False,0,0,0,0,0,0,0,0,0,0,0,0,1,84.0,84.0,1080,360,0.175,2
NCT01865162,2922,2922.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,11.0,22.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,4320,1080,0.326,9
NCT02138929,2037,2037.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,16.0,35.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,1,70.0,30.0,4320,14,0.68,11
NCT02835729,1211,1274.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,2,0,5.0,10.0,5,1,1.0,1.0,1.0,['PHASE1'],1.0,0.0,54,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,730.0,1095,730,0.65,4
NCT02693080,1562,1562.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,4,1,1,1,0,2.0,3.0,3,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,19,False,0,1,0,0,0,0,0,0,0,0,0,0,0,120.0,120.0,49,14,0.99,1
NCT02834780,1883,1883.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,6,1,1,44,2,8.0,8.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,128,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1101.0,1101.0,1080,360,0.175,2
NCT01290029,1702,1702.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,1,0,10,2,18.0,19.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,3.0,1080,360,0.175,2
NCT03307629,760,1049.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,2,1,10,1,23.0,9.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,1,168.0,168.0,4320,14,0.68,11
NCT01837329,1897,1897.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,3.0,1.0,1,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1095.0,1095.0,49,14,0.99,1
NCT03956680,1849,1849.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,5,1,5,2,5.0,3.0,3,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,54,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,4320,14,0.68,11
NCT03411980,250,369.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,3,1,2,0,9.0,7.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,26,True,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,42.0,4320,14,0.68,11
NCT02016729,1114,1217.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,5,2,1,5,0,6.0,5.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,36,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,1080.0,1095,730,0.65,4
NCT01966289,2245,2245.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,4,1,1,0,8.0,8.0,3,0,1.0,1.0,1.0,['PHASE1'],1.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1460.0,1460.0,1080,360,0.175,2
NCT06209229,365,518.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,9.0,20.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,34,False,0,0,0,1,0,0,0,0,0,0,0,0,0,365.0,365.0,49,14,0.99,1
NCT01579929,1958,1958.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,5,0,15.0,23.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,730.0,49,14,0.99,1
NCT01598129,548,548.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,23.0,15.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,360.0,4320,14,0.68,11
NCT01397929,1675,1766.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,3,1,13.0,10.0,1,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",1.0,0.0,73,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,28.0,4320,14,0.68,11
NCT01902329,991,1621.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,3,2,1,14,0,7.0,6.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,195,False,1,0,0,0,0,0,0,0,0,0,1,0,1,30.0,1095.0,1095,730,0.65,4
NCT02658929,1308,2466.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,1,1,9,0,8.0,13.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,67,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1800.0,1800.0,180,90,0.598,0
NCT03922880,1375,1375.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,1,0,25.0,17.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,1095.0,730,150,0.94,8
NCT01750580,851,851.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,6,0,8.0,11.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,0,0,1,510.0,420.0,4320,14,0.68,11
NCT02201329,153,396.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,1,4,1,13.0,19.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,5,False,1,0,0,0,0,0,0,0,0,0,0,0,1,57.0,270.0,1095,730,0.65,4
NCT02713529,993,1128.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,1,1,15,2,7.0,17.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,117,False,1,0,0,0,0,0,0,0,0,0,1,0,1,572.0,480.0,49,14,0.99,1
NCT05498480,540,540.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,5.0,18.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,1,1,861.0,861.0,4320,14,0.68,11
NCT01567891,1428,1428.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,5,0,40.0,15.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,180.0,4320,14,0.68,11
NCT02750891,1370,1370.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,1,0,6,1,27.0,26.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,1,0,1,720.0,360.0,4320,1080,0.326,9
NCT04607291,256,621.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,4.0,3.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,183,True,0,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,1080,360,0.175,2
NCT04071262,420,619.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,2,1,8.0,11.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,4320,14,0.68,11
