protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,survival_5yr_relative,phase_PHASE1_PHASE2,phase_PHASE1
NCT02343536,1736.0,1736.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,2,1,7,0,33.0,7.0,5,1,0.0,1.0,1.0,0.0,0.0,59.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,1460.0,0.83,False,True
NCT00901069,975.0,1280.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,3,1,1,1,0,6.0,18.0,1,0,0.0,2.0,1.0,0.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,,0.83,False,True
NCT00003079,1338.0,1338.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,0,1,3,0,1.0,10.0,2,0,2.0,1.0,0.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01287104,2707.0,2707.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,0,1,0,42.0,19.0,2,0,2.0,0.0,1.0,0.0,0.0,34.0,True,1,0,0,0,0,0,0,0,0,0,1,0,1,100.0,1950.0,0.83,False,True
NCT01497184,3385.0,3385.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,4,2,1,0,11.0,13.0,2,0,0.0,1.0,0.0,0.0,0.0,95.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,,0.83,False,True
NCT01309789,790.0,2219.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,3,3,1,11,2,7.0,7.0,9,1,0.0,1.0,0.0,0.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,30.0,90.0,0.83,False,True
NCT00644189,2009.0,4778.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,10,1,1,2,0,14.0,10.0,1,0,0.0,0.0,1.0,0.0,0.0,50.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,,1095.0,0.83,True,False
NCT02264613,1978.0,2009.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,3,4,1,0,0,11.0,10.0,1,1,0.0,1.0,0.0,0.0,0.0,149.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,3000.0,3000.0,0.83,True,False
NCT00674024,1568.0,1568.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,0,1,1,0,1.0,0.0,2,0,0.0,1.0,0.0,0.0,0.0,8.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01362452,1691.0,1691.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,2,2,1,0,20.0,9.0,2,0,1.0,1.0,0.0,0.0,0.0,5.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,130.0,30.0,0.83,False,True
NCT03019666,1762.0,1762.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,8,2,1,1,0,42.0,38.0,1,0,1.0,1.0,1.0,0.0,0.0,39.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,365.0,0.598,False,True
NCT02395601,1371.0,1371.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,1,1,6,0,2.0,11.0,1,1,0.0,1.0,0.0,0.0,0.0,41.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,30.0,0.83,False,True
NCT03010982,202.0,202.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,6,1,1,2,1,60.0,21.0,1,1,0.0,1.0,0.0,0.0,0.0,3.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,0.83,False,True
NCT02401048,915.0,915.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,2,1,11,0,13.0,10.0,2,1,2.0,1.0,0.0,0.0,0.0,61.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,,6.0,0.83,True,False
NCT00506922,3348.0,3348.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,5,2,1,0,4.0,5.0,3,0,0.0,1.0,0.0,0.0,0.0,150.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,0.83,True,False
NCT02257242,1200.0,1288.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,6,9,1,1,0,11.0,18.0,3,0,2.0,1.0,1.0,1.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,0.83,False,True
NCT01947140,3279.0,3279.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,5,3,1,3,0,10.0,13.0,2,0,1.0,2.0,1.0,0.0,0.0,57.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1095.0,1095.0,0.598,True,False
NCT03415399,1209.0,1209.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,14.0,6.0,1,1,2.0,1.0,1.0,0.0,0.0,4.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,720.0,730.0,0.83,False,True
NCT01871675,1127.0,1127.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,4,2,1,4,0,28.0,32.0,3,0,1.0,1.0,0.0,0.0,0.0,48.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,360.0,1825.0,0.83,False,True
NCT00546377,3226.0,3226.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,1,0,51.0,10.0,13,0,0.0,1.0,0.0,0.0,0.0,50.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,,0.83,True,False
NCT00048737,3348.0,3348.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,1,0,11.0,7.0,5,0,0.0,1.0,0.0,0.0,0.0,70.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,0.83,True,False
NCT00304005,92.0,1127.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,0,1,1,0,25.0,10.0,1,1,0.0,1.0,0.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,True,False
NCT01788189,2606.0,2606.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,1,12.0,12.0,1,0,0.0,0.0,0.0,0.0,0.0,37.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,365.0,0.83,True,False
NCT04260932,435.0,558.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,2,1,1,10.0,17.0,1,0,0.0,1.0,1.0,0.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,180.0,0.83,False,True
NCT02017613,912.0,912.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,3,1,4.0,14.0,1,1,0.0,1.0,1.0,0.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,28.0,56.0,0.83,False,True
NCT02596971,841.0,1599.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,3,1,21,2,18.0,22.0,8,1,1.0,1.0,0.0,0.0,0.0,91.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1460.0,1460.0,0.83,True,False
NCT03836768,1041.0,1041.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,22.0,29.0,1,1,0.0,1.0,0.0,0.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,35.0,56.0,0.83,False,True
NCT04036019,1035.0,1035.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,16.0,17.0,1,0,0.0,0.0,0.0,0.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,84.0,720.0,0.83,False,True
NCT01644799,396.0,1400.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,6,0,51.0,10.0,2,0,0.0,1.0,0.0,0.0,0.0,8.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,390.0,3650.0,0.83,False,True
NCT02057445,1065.0,1430.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,3,2,2,2,0,14.0,4.0,2,0,0.0,0.0,1.0,0.0,0.0,1.0,True,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.83,False,True
NCT01943682,2007.0,2038.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,8,1,0,1,0,33.0,18.0,1,0,0.0,1.0,1.0,0.0,0.0,27.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,30.0,0.83,False,True
NCT03424122,1456.0,1456.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,3,1,21,2,12.0,18.0,4,1,1.0,1.0,0.0,0.0,0.0,50.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,30.0,0.83,False,True
NCT02423915,1895.0,1895.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,4,1,1,0,15.0,6.0,11,0,1.0,1.0,0.0,1.0,0.0,5.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,100.0,0.83,False,True
NCT00156013,1673.0,1673.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,1,0,18.0,23.0,1,0,0.0,0.0,0.0,0.0,0.0,33.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1825.0,1825.0,0.83,True,False
NCT02795182,1633.0,1633.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,10,1,25.0,42.0,2,1,0.0,1.0,1.0,0.0,0.0,75.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,365.0,1460.0,0.83,False,True
NCT03049449,1776.0,1776.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,5,1,1,1,0,83.0,18.0,3,0,2.0,0.0,0.0,0.0,0.0,26.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,1095.0,0.83,False,True
NCT03770000,794.0,794.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,15,0,18.0,31.0,2,1,2.0,1.0,0.0,0.0,0.0,33.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,28.0,196.0,0.83,True,False
NCT04313608,509.0,509.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,3,1,12.0,33.0,6,1,2.0,1.0,0.0,0.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,90.0,480.0,0.83,False,True
NCT02741388,1824.0,1824.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,8,1,14.0,22.0,7,0,0.0,1.0,1.0,0.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,35.0,1095.0,0.83,False,True
NCT00389051,247.0,360.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,0,1,0,1,8.0,10.0,1,1,0.0,1.0,0.0,0.0,0.0,9.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,0.83,False,True
NCT00963534,2891.0,2891.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,17,1,10.0,10.0,2,0,0.0,1.0,0.0,0.0,0.0,51.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.83,True,False
NCT02611323,2339.0,2339.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,4,1,23,2,7.0,17.0,4,1,1.0,1.0,0.0,0.0,0.0,133.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1680.0,2310.0,0.83,True,False
NCT01504776,1249.0,1249.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,0,10.0,20.0,2,0,0.0,2.0,1.0,0.0,0.0,3.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,1095.0,0.83,False,True
NCT03809767,1036.0,1323.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,17,1,10.0,17.0,1,1,0.0,1.0,0.0,0.0,0.0,107.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,,0.83,False,True
NCT01561833,1308.0,1339.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,0,13.0,3.0,1,0,0.0,1.0,1.0,0.0,0.0,12.0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,,0.83,False,True
NCT02659943,873.0,2536.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,2,6,1,1,0,60.0,14.0,3,0,2.0,0.0,0.0,0.0,0.0,27.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,35.0,1825.0,0.83,False,True
NCT00322140,623.0,623.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,0,1,1,0,10.0,20.0,1,0,0.0,1.0,0.0,0.0,0.0,7.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT02669017,1087.0,1087.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,9,2,1,11,2,19.0,26.0,1,1,0.0,1.0,0.0,0.0,0.0,183.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,540.0,540.0,0.83,False,True
NCT05173545,457.0,457.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,3,1,1,1,18.0,26.0,1,1,1.0,1.0,0.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,3000.0,0.83,False,True
NCT01593696,1596.0,1921.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,5,2,0,1,0,23.0,35.0,1,0,2.0,0.0,0.0,0.0,0.0,53.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,1131.5,0.83,False,True
NCT00323323,3075.0,4597.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,0,4.0,3.0,3,0,0.0,1.0,1.0,0.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1825.0,1825.0,0.83,False,True
NCT01572493,2633.0,2645.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,4,1,1,0,18.0,16.0,2,0,2.0,0.0,0.0,0.0,0.0,38.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,263.0,0.83,False,True
NCT03189524,1513.0,1513.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,3,1,4,1,16.0,20.0,1,1,0.0,1.0,0.0,0.0,0.0,44.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1460.0,1460.0,0.83,False,True
NCT03003039,714.0,714.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,1,1,6.0,15.0,2,1,1.0,1.0,0.0,1.0,0.0,85.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,85.0,85.0,0.83,False,True
NCT00633594,2495.0,3075.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,7,0,17.0,31.0,3,0,0.0,1.0,0.0,0.0,0.0,39.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,126.0,730.0,0.83,True,False
NCT01983969,1476.0,1476.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,1,2,1,0,25.0,10.0,10,0,2.0,1.0,0.0,0.0,0.0,61.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,0.83,True,False
NCT01381692,1237.0,3696.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,11,2,1,11,0,62.0,10.0,6,0,1.0,1.0,0.0,1.0,0.0,9.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,3650.0,3650.0,0.83,True,False
NCT04089527,732.0,732.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,5,1,53.0,53.0,1,1,0.0,1.0,0.0,0.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,720.0,0.83,False,True
NCT04306224,854.0,854.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,4,2,7.0,11.0,1,1,0.0,1.0,0.0,0.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.83,False,True
NCT02419560,2222.0,2222.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,4,0,6.0,12.0,1,0,0.0,2.0,1.0,0.0,0.0,37.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,30.0,730.0,0.83,False,True
NCT01851551,943.0,1308.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,3,1,1,2,2,19.0,16.0,1,1,0.0,1.0,0.0,0.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,168.0,730.0,0.83,True,False
NCT02679196,906.0,906.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,0,10.0,28.0,1,1,0.0,1.0,0.0,0.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,168.0,0.83,False,True
NCT00060684,1127.0,1977.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,4,0,1,4,0,4.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01969695,2187.0,2187.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,3,0,3.0,7.0,1,1,0.0,1.0,0.0,0.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2190.0,,0.83,False,True
NCT03013491,1739.0,1739.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,5,1,31,2,3.0,10.0,3,1,1.0,1.0,0.0,0.0,0.0,300.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,730.0,0.83,True,False
NCT00379574,1583.0,1583.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,2,2,1,9.0,10.0,6,0,0.0,0.0,1.0,0.0,0.0,49.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,98.0,180.0,0.83,True,False
NCT00345189,881.0,1155.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,2,1,4,2,14.0,16.0,1,1,1.0,1.0,1.0,0.0,0.0,70.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT03974243,904.0,904.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,9.0,26.0,2,1,0.0,1.0,0.0,0.0,0.0,9.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,147.0,0.83,True,False
NCT00550615,3241.0,3728.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,2,1,1,0,18.0,28.0,2,0,1.0,1.0,1.0,0.0,0.0,38.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,0.83,True,False
NCT03168035,1247.0,1247.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,2,1,1,1,0,13.0,15.0,1,1,0.0,1.0,0.0,0.0,0.0,34.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,0.83,False,True
NCT00761384,2831.0,2831.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,1,20.0,8.0,1,0,0.0,1.0,0.0,0.0,0.0,7.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1825.0,1825.0,0.83,True,False
NCT02243436,1512.0,1525.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,1,1,1,14,1,19.0,22.0,5,0,0.0,1.0,0.0,0.0,0.0,67.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,63.0,1825.0,0.83,True,False
NCT00420056,1035.0,1766.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,6,0,4.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,17.0,False,1,0,0,0,0,0,0,0,0,0,0,1,1,609.0,609.0,0.83,False,True
NCT03010176,1903.0,1903.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,6,1,19,2,60.0,39.0,2,1,1.0,1.0,0.0,0.0,0.0,156.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.83,False,True
NCT02973113,1297.0,1607.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,7,1,2,2,0,35.0,12.0,2,0,0.0,0.0,1.0,0.0,0.0,8.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,365.0,0.83,False,True
NCT00777114,2088.0,2088.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,2,0,7.0,20.0,1,0,0.0,1.0,1.0,0.0,0.0,31.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT01055496,1218.0,1461.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,2,1,28,2,7.0,4.0,2,1,0.0,1.0,0.0,0.0,0.0,103.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,0.83,False,True
NCT01076543,2817.0,3090.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,8,1,1,11,0,45.0,15.0,3,0,0.0,1.0,0.0,0.0,0.0,110.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,2190.0,0.83,True,False
NCT02723071,975.0,975.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,3,1,0,1,4.0,4.0,1,1,1.0,1.0,0.0,0.0,0.0,48.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,1003.75,0.83,True,False
NCT01786096,1579.0,1579.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,2,13,0,9.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,92.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,30.0,180.0,0.83,False,True
NCT00103779,820.0,820.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,5,0,25.0,15.0,1,1,0.0,1.0,0.0,0.0,0.0,50.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT02697552,945.0,945.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,8,1,16.0,47.0,1,1,0.0,1.0,1.0,0.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,168.0,0.83,False,True
NCT00073749,2679.0,2679.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,22,2,8.0,4.0,1,1,0.0,1.0,0.0,0.0,0.0,79.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,225.0,1825.0,0.83,False,True
NCT02950220,676.0,721.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,19,1,1,1,0,31.0,45.0,3,0,0.0,2.0,1.0,0.0,0.0,2.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1825.0,1825.0,0.83,False,True
NCT00426855,762.0,882.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,0,1,4.0,3.0,2,0,0.0,2.0,0.0,0.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,,0.83,True,False
NCT00477412,4957.0,4957.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,0,14.0,15.0,8,0,0.0,1.0,0.0,0.0,0.0,107.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1825.0,1825.0,0.83,True,False
NCT01768338,1124.0,1644.0,"(29.999, 1310.0]","(1553.0, 8888.0]",1,0,1,1,1,1,0,9.0,14.0,1,0,0.0,2.0,1.0,0.0,0.0,9.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,56.0,0.83,False,True
NCT00622258,2132.0,2132.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,8,1,10.0,19.0,1,1,0.0,1.0,0.0,0.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT00299494,2937.0,2951.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,3,1,38,2,7.0,3.0,4,1,2.0,1.0,0.0,0.0,0.0,119.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,56.0,1825.0,0.83,True,False
NCT00717925,488.0,488.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,0,1,5.0,3.0,1,1,0.0,1.0,1.0,0.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,120.0,120.0,0.83,False,True
NCT00796731,1339.0,1339.0,"(1310.0, 8888.0]","(29.999, 1553.0]",0,1,2,0,1,6,1,4.0,16.0,1,1,0.0,1.0,0.0,0.0,0.0,77.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,,0.83,False,True
NCT00338494,1612.0,2008.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,1,0,20.0,17.0,1,0,0.0,1.0,0.0,0.0,0.0,16.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.83,False,True
NCT00285428,1125.0,1125.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,4,1,3,0,3.0,10.0,1,1,0.0,1.0,0.0,0.0,0.0,82.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,90.0,0.83,True,False
NCT01691898,1623.0,2324.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,6,1,41,2,7.0,15.0,4,1,1.0,1.0,0.0,1.0,0.0,231.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1277.5,2007.5,0.83,True,False
NCT00667615,3228.0,3228.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,2,1,1,5,0,12.0,22.0,1,0,0.0,1.0,0.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.83,True,False
NCT01594229,2976.0,2976.0,"(1310.0, 8888.0]","(1553.0, 8888.0]",1,1,1,1,1,8,0,3.0,16.0,3,1,0.0,1.0,0.0,0.0,0.0,60.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,,0.83,False,True
NCT00407303,882.0,1127.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,3,1,5,0,4.0,4.0,2,1,1.0,1.0,0.0,0.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,0.83,True,False
NCT00347971,670.0,670.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,0,1,1,0,7.0,6.0,1,1,0.0,1.0,0.0,0.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,30.0,0.83,False,True
NCT00724971,614.0,614.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,4,1,8.0,3.0,2,1,0.0,1.0,1.0,0.0,0.0,10.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,591.0,0.83,False,True
NCT03498430,466.0,767.0,"(29.999, 1310.0]","(29.999, 1553.0]",0,0,1,1,1,1,1,14.0,16.0,1,1,0.0,1.0,0.0,0.0,0.0,13.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,210.0,0.83,False,True
