protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,survival_5yr_relative,phase_PHASE1_PHASE2,phase_PHASE1
NCT03161418,91,91.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,1,0,7.0,4.0,2,0,1.0,0.0,1.0,0.0,0.0,26,True,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,,0.68,False,True
NCT01922752,792,883.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,3,0,12.0,11.0,1,1,0.0,1.0,0.0,0.0,0.0,32,False,1,0,0,0,0,0,0,0,0,0,0,0,1,240.0,300.0,0.68,False,True
NCT03463525,512,712.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,20.0,37.0,2,1,0.0,1.0,0.0,0.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,0.99,False,True
NCT03086369,1293,1456.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,5,1,34,2,13.0,15.0,4,1,1.0,1.0,1.0,1.0,2.0,184,False,1,0,0,0,0,0,0,0,0,0,1,1,1,870.0,870.0,0.68,True,False
NCT01457417,700,700.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,3,5,1,8,0,23.0,21.0,1,1,0.0,1.0,0.0,0.0,0.0,32,False,1,0,0,0,0,0,0,0,0,0,1,0,1,90.0,60.0,0.99,False,True
NCT02138929,2037,2037.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,16.0,35.0,2,0,0.0,1.0,0.0,0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,1,70.0,30.0,0.68,False,True
NCT02523365,458,458.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,1,1,10.0,2.0,1,0,1.0,1.0,1.0,1.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,1095.0,0.175,True,False
NCT01837095,1887,1887.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,12,2,7.0,10.0,1,1,0.0,1.0,1.0,0.0,0.0,54,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,720.0,0.99,False,True
NCT01809210,1005,1005.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,4,1,9.0,7.0,5,1,0.0,1.0,0.0,0.0,0.0,55,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,270.0,0.68,False,True
NCT02424305,61,61.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,1,0,8.0,5.0,3,1,1.0,1.0,0.0,0.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,,0.99,False,True
NCT03383055,967,967.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,2,1,1,0,11.0,5.0,1,0,1.0,1.0,0.0,0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,365.0,0.598,False,True
NCT05440006,17,17.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,1,1,3.0,10.0,1,1,2.0,1.0,0.0,1.0,0.0,20,True,1,0,0,0,0,0,0,0,0,0,0,0,1,10.0,23.0,0.68,False,True
NCT03250325,855,1631.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,1,1,1,5,1,19.0,17.0,2,1,2.0,1.0,1.0,0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,1,0,1,364.0,364.0,0.65,True,False
NCT02360345,2313,2738.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,2,1,1,1,15.0,23.0,1,0,1.0,1.0,0.0,0.0,0.0,111,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,1080.0,0.68,False,True
NCT01578109,3211,3341.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,2,0,12.0,16.0,3,0,0.0,1.0,1.0,0.0,0.0,51,False,1,0,0,0,0,0,0,0,0,0,1,0,0,720.0,730.0,0.65,False,True
NCT03673020,629,629.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,0,25.0,18.0,1,1,0.0,1.0,0.0,0.0,0.0,3,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.68,False,True
NCT02044120,2437,2437.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,2,5,2,23.0,14.0,3,0,0.0,1.0,0.0,0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,1,0,720.0,720.0,0.65,False,True
NCT01400685,1826,1857.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,0,1,2,0,5.0,12.0,3,0,0.0,0.0,1.0,0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,0.83,False,True
NCT03701295,277,312.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,4,1,1,1,0,27.0,19.0,2,0,0.0,1.0,1.0,0.0,0.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,42.0,0.65,True,False
NCT01742663,273,365.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,0,1,11.0,17.0,3,1,1.0,1.0,0.0,1.0,2.0,435,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0.99,False,True
NCT02972034,2149,2149.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,4,1,3,2,16.0,44.0,2,1,0.0,1.0,0.0,0.0,0.0,110,False,1,0,0,0,0,0,0,0,0,0,0,0,1,810.0,720.0,0.175,False,True
NCT01449513,243,243.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,1,1,10.0,16.0,2,1,1.0,1.0,0.0,1.0,0.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,,0.99,False,True
NCT02661542,1770,1770.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,11,1,2,0,21.0,9.0,1,1,0.0,1.0,0.0,0.0,0.0,99,False,1,0,0,0,0,0,0,0,0,0,1,1,1,990.0,180.0,0.83,True,False
NCT01249430,855,855.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,1,1,1,0,10.0,8.0,6,0,0.0,1.0,0.0,0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,42.0,0.65,False,True
NCT02279719,1673,1765.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,1,29,0,31.0,22.0,3,1,1.0,1.0,0.0,1.0,0.0,97,False,1,0,0,0,0,0,0,0,0,0,0,0,1,168.0,15.0,0.175,True,False
NCT02030067,2038,2191.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,1,1,12,0,8.0,11.0,1,1,0.0,1.0,1.0,0.0,0.0,127,False,1,0,0,0,0,0,0,0,0,0,0,0,1,224.0,224.0,0.68,True,False
NCT01693445,610,791.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,11.0,6.0,1,0,0.0,1.0,0.0,0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,1,0,0,180.0,180.0,0.68,False,True
NCT02031991,212,212.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,1,0,4.0,3.0,3,1,1.0,1.0,0.0,1.0,3.0,102,True,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,71.0,0.68,False,True
NCT02675478,1016,1016.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,1,1,0,1,3.0,5.0,1,1,0.0,1.0,0.0,0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,28.0,0.68,False,True
NCT02467361,2008,2008.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,1,8,0,16.0,20.0,4,1,1.0,1.0,0.0,0.0,0.0,104,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,180.0,0.68,False,True
NCT03744403,697,960.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,0,6.0,16.0,1,1,0.0,1.0,0.0,0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.68,False,True
NCT01322438,92,92.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,0,0,6.0,2.0,1,1,0.0,1.0,0.0,0.0,0.0,24,True,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,,0.68,False,True
NCT02358395,1004,1004.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,21.0,32.0,2,1,0.0,1.0,0.0,0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,1,0,1,210.0,365.0,0.175,False,True
NCT02947854,571,571.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,1,1,6.0,41.0,4,1,1.0,1.0,1.0,0.0,0.0,96,True,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.68,False,True
NCT03341806,1218,1218.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,2,1,1,1,0,6.0,11.0,2,0,0.0,0.0,1.0,0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,180.0,0.326,False,True
NCT03053635,596,596.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,17.0,22.0,1,1,0.0,1.0,0.0,0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,,0.68,False,True
NCT03616574,1036,1057.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,2,3,1,3,0,31.0,22.0,2,1,2.0,1.0,0.0,0.0,0.0,37,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,28.0,0.175,False,True
NCT03780517,1749,1749.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,21,2,9.0,11.0,1,1,2.0,1.0,0.0,0.0,0.0,117,False,1,0,0,0,0,0,0,0,0,0,0,1,1,90.0,90.0,0.68,False,True
NCT02978261,577,821.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,19.0,13.0,1,1,0.0,1.0,0.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.68,False,True
NCT02017249,549,584.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,1,0,13.0,13.0,2,0,0.0,1.0,0.0,1.0,3.0,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.326,False,True
NCT01497093,2715,2715.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,6,0,13.0,24.0,3,1,0.0,1.0,0.0,0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,1,1,1,730.0,2555.0,0.598,False,True
NCT02562378,1157,1157.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,1,1,4,1,21.0,23.0,1,0,2.0,1.0,0.0,0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,720.0,0.99,False,True
NCT02018926,639,639.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,10,0,2.0,0.0,2,1,0.0,1.0,1.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,365.0,0.68,True,False
NCT02078349,2239,2239.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,1,3.0,17.0,1,0,0.0,1.0,1.0,0.0,0.0,120,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,60.0,0.68,False,True
NCT02977195,1787,1969.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,1,1,3,1,30.0,15.0,1,0,0.0,1.0,1.0,0.0,0.0,70,False,1,0,0,0,0,0,0,0,0,0,0,1,1,90.0,364.0,0.99,False,True
NCT03248843,928,928.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,2,1,15.0,29.0,1,1,0.0,1.0,1.0,0.0,0.0,35,False,1,0,0,0,0,0,0,0,0,0,0,1,1,730.0,336.0,0.68,False,True
NCT02552953,2563,2888.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,1,1,0,13.0,7.0,1,1,0.0,1.0,0.0,0.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,0.68,False,True
NCT02471846,1527,1527.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,6,1,18,2,18.0,16.0,2,1,1.0,1.0,0.0,0.0,0.0,158,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1095.0,1095.0,0.68,False,True
NCT01556789,791,914.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,3,0,13.0,9.0,1,1,0.0,1.0,1.0,0.0,0.0,85,False,1,0,0,0,0,0,0,0,0,0,0,0,1,140.0,140.0,0.68,False,True
NCT02906397,1574,1574.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,27.0,23.0,2,0,0.0,1.0,0.0,0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,1,0,1,2700.0,2700.0,0.175,False,True
NCT02043756,670,731.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,0,1,12.0,10.0,2,1,1.0,1.0,0.0,1.0,1.0,20,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,,0.68,False,True
NCT05252546,147,147.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,6.0,25.0,3,1,0.0,1.0,0.0,0.0,0.0,36,True,1,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9.0,0.99,False,True
NCT03081858,833,1176.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,10,3,1,5,0,11.0,23.0,1,1,0.0,1.0,0.0,0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,112.0,0.99,True,False
NCT02585973,1327,2067.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,22.0,15.0,3,0,0.0,1.0,1.0,0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,1,49.0,84.0,0.99,False,True
NCT01787474,2586,2586.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,1,1,1,0,21.0,4.0,6,0,0.0,1.0,0.0,0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,56.0,0.65,False,True
NCT02729298,2023,2023.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,5,5,1,16,0,43.0,21.0,1,1,1.0,1.0,0.0,0.0,0.0,177,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,28.0,0.99,False,True
NCT02792036,1067,1067.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,1,0,1,0,11.0,3.0,4,0,0.0,1.0,0.0,0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,150.0,,0.68,False,True
NCT01976585,2513,2513.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,24.0,16.0,2,0,0.0,2.0,1.0,0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,84.0,0.83,True,False
NCT01390311,699,1095.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,3,1,1,0,20.0,14.0,3,0,1.0,1.0,1.0,1.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,1,0,0,40.0,365.0,0.65,False,True
NCT02930109,2517,2642.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,2,0,6.0,4.0,2,1,0.0,1.0,0.0,0.0,0.0,33,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,0.65,True,False
NCT01608867,1522,1826.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,0,1,3,0,8.0,24.0,1,1,0.0,1.0,0.0,0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,56.0,0.68,False,True
NCT01537744,1490,1674.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,1,1,1,0,18.0,31.0,1,0,0.0,1.0,1.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,547.5,1.0,0.65,False,True
NCT01317199,1584,1584.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,4,1,8,0,11.0,8.0,4,0,1.0,1.0,1.0,1.0,2.0,143,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,0.175,True,False
NCT02713373,1453,1810.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,1,1,2,0,35.0,20.0,3,0,0.0,1.0,1.0,0.0,0.0,45,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,0.175,True,False
NCT03955042,1055,1230.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,1,1,1,0,19.0,23.0,1,0,0.0,0.0,0.0,0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.68,False,True
NCT05344729,55,55.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,1,1,6.0,18.0,1,1,2.0,1.0,0.0,1.0,0.0,16,True,1,0,0,0,0,0,0,0,0,0,0,0,1,12.0,31.0,0.99,False,True
NCT02771340,488,488.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,3,1,0,0,3.0,3.0,1,1,1.0,1.0,0.0,0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,1.0,0.94,False,True
NCT02248805,1370,1370.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,4,1,8,0,10.0,21.0,1,1,1.0,1.0,0.0,0.0,0.0,95,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,360.0,0.175,False,True
NCT01309048,517,517.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,18.0,13.0,1,1,0.0,1.0,0.0,0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,90.0,90.0,0.68,True,False
NCT00826085,1033,1216.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,6,0,17.0,29.0,1,1,0.0,1.0,0.0,0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.99,True,False
NCT02273102,1347,1948.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,3,1,1,0,15.0,27.0,2,0,1.0,0.0,1.0,0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,720.0,720.0,0.65,False,True
NCT01631552,2265,2796.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,16,4,1,12,0,36.0,25.0,1,1,2.0,1.0,0.0,0.0,0.0,515,False,1,0,0,0,0,0,0,0,0,0,1,1,1,2220.0,2220.0,0.99,True,False
NCT03516123,735,735.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,6.0,22.0,1,1,0.0,1.0,0.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,,0.68,False,True
NCT04881045,797,797.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,3,3,1,43,2,19.0,21.0,1,1,2.0,1.0,0.0,0.0,0.0,29,False,1,0,0,0,0,0,0,0,0,0,1,1,1,730.0,730.0,0.99,False,True
NCT03854721,1391,1391.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,5,0,20.0,25.0,1,1,0.0,1.0,0.0,0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,1,140.0,140.0,0.99,False,True
NCT02395601,1371,1371.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,6,0,2.0,11.0,1,1,0.0,1.0,0.0,0.0,0.0,41,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,30.0,0.83,False,True
NCT01934790,529,1207.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,0,2,7.0,29.0,1,1,0.0,1.0,1.0,0.0,0.0,45,False,1,0,0,0,0,0,0,0,0,0,0,0,0,912.5,,0.68,True,False
NCT01905228,2130,2161.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,1,2,4,0,20.0,7.0,1,1,2.0,1.0,0.0,0.0,0.0,83,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.326,False,True
NCT03735875,1643,1643.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,1,1,1,0,25.0,43.0,2,0,0.0,1.0,0.0,0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,1,1,1,90.0,1825.0,0.65,True,False
NCT05065710,780,811.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,21,2,19.0,17.0,1,1,0.0,1.0,0.0,0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,1,1,300.0,300.0,0.68,True,False
NCT01802632,788,3936.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,2,1,1,45,2,16.0,7.0,1,1,0.0,1.0,0.0,0.0,0.0,603,False,1,0,0,0,0,0,0,0,0,0,0,1,0,750.0,630.0,0.99,True,False
NCT03393611,3195,3275.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,4,1,1,1,0,14.0,7.0,5,0,0.0,1.0,1.0,0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,365.0,0.65,False,True
NCT01884922,826,1065.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,1,0,8,1,28.0,18.0,2,0,0.0,1.0,0.0,0.0,0.0,35,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.68,False,True
NCT04572308,241,241.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,2,1,1,14.0,17.0,1,1,0.0,1.0,0.0,0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,0,1,1,90.0,720.0,0.83,False,True
NCT01853618,1497,1497.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,5,6,1,1,0,24.0,17.0,4,0,2.0,0.0,0.0,0.0,0.0,61,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1470.0,393.0,0.175,True,False
NCT03343665,871,871.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,6.0,6.0,1,0,0.0,0.0,0.0,0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,1,1,1,360.0,360.0,0.83,True,False
NCT01301430,1338,1338.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,1,19.0,8.0,1,1,0.0,1.0,1.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,180.0,0.326,True,False
NCT02345174,441,441.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,1,1,2,1,9.0,15.0,2,1,0.0,1.0,0.0,0.0,0.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,180.0,0.68,False,True
NCT01763788,1513,1989.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,2,1,20,1,24.0,24.0,3,1,1.0,1.0,0.0,1.0,0.0,192,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1170.0,1170.0,0.99,True,False
NCT01381341,214,214.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,0,10.0,5.0,1,1,2.0,1.0,0.0,1.0,0.0,13,False,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,30.0,0.68,False,True
NCT03463473,781,781.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,4,1,1,0,11.0,28.0,4,1,2.0,1.0,0.0,0.0,0.0,42,False,1,0,0,0,0,0,0,0,0,0,1,1,1,90.0,30.0,0.68,False,True
NCT01781455,3043,3043.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,19,2,17.0,9.0,1,1,0.0,1.0,0.0,0.0,0.0,311,False,1,0,0,0,0,0,0,0,0,0,0,0,1,120.0,56.0,0.68,False,True
NCT01512251,552,1746.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,1,1,1,1,0,20.0,71.0,1,0,0.0,0.0,1.0,0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,730.0,0.94,True,False
NCT02415023,873,873.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,3,1,11.0,10.0,1,1,0.0,1.0,1.0,0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.68,True,False
NCT04537715,1075,1075.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,12,2,1,10,2,16.0,18.0,4,1,2.0,1.0,0.0,0.0,0.0,42,False,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,3.0,0.65,False,True
NCT02398513,214,427.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,0,1,21.0,14.0,1,1,0.0,1.0,0.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,30.0,0.68,False,True
NCT01683994,2123,2322.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,1,1,0,30.0,75.0,3,0,1.0,0.0,0.0,1.0,0.0,49,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1200.0,1350.0,0.68,True,False
NCT03649971,1029,1220.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,32,2,6.0,14.0,2,1,1.0,1.0,0.0,1.0,2.0,77,False,1,0,0,0,0,0,0,0,0,0,0,0,1,168.0,420.0,0.68,False,True
NCT01727869,822,822.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,0,0,4.0,7.0,3,1,0.0,1.0,0.0,0.0,0.0,56,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,28.0,0.68,False,True
NCT03615404,410,636.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,6,1,0,1,0,21.0,28.0,2,0,0.0,2.0,1.0,0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.326,False,True
NCT01967043,853,1066.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,3,0,18.0,8.0,1,1,0.0,1.0,1.0,0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.68,False,True
NCT03804996,1814,1814.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,2,1,3,1,24.0,17.0,2,1,1.0,1.0,0.0,0.0,0.0,50,False,1,0,0,0,0,0,0,0,0,0,0,0,1,540.0,180.0,0.83,False,True
NCT02013804,1246,1246.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,6,0,23.0,18.0,1,1,0.0,1.0,0.0,0.0,0.0,58,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.68,False,True
