protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,survival_5yr_relative,phase_PHASE1_PHASE2,phase_PHASE1
NCT03663712,1253,1253.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,3,0,27.0,29.0,1,0,0.0,2.0,0.0,0.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1460.0,,0.68,False,True
NCT01650506,1431,1431.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,20.0,10.0,2,0,0.0,0.0,1.0,0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,,0.99,False,True
NCT02834611,2332,2422.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,4,1,1,3,0,20.0,9.0,1,1,0.0,1.0,1.0,0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,1,720.0,720.0,0.99,False,True
NCT04059588,1152,1152.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,3,1,1,1,0,30.0,27.0,1,0,2.0,1.0,1.0,0.0,0.0,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.68,False,True
NCT02697383,3019,3019.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,1,1,6,0,42.0,30.0,2,0,0.0,1.0,0.0,0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.598,False,True
NCT04081389,900,1179.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,19,1,1,1,0,24.0,18.0,7,0,0.0,1.0,1.0,0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,1,0,1,21.0,1095.0,0.99,False,True
NCT01390064,2557,2922.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,1,1,0,21.0,8.0,1,0,1.0,1.0,1.0,0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,63.0,,0.99,False,True
NCT03005392,92,274.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,4,0,1,1,1.0,1.0,1,0,1.0,1.0,1.0,1.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.65,True,False
NCT02552121,744,744.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,7,1,1,16,2,16.0,51.0,1,1,2.0,1.0,1.0,0.0,0.0,33,False,1,0,0,0,0,0,0,0,0,0,0,1,1,336.0,504.0,0.99,True,False
NCT04683354,631,715.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,5,0,10.0,36.0,1,1,2.0,1.0,0.0,0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,210.0,210.0,0.68,False,True
NCT02559674,600,600.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,0,24.0,32.0,3,1,0.0,1.0,1.0,0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1440.0,2160.0,0.68,False,True
NCT02715011,1759,1759.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,2,1,0,2,6.0,7.0,1,1,2.0,1.0,0.0,0.0,0.0,62,False,1,0,0,0,0,0,0,0,0,0,0,0,1,547.5,547.5,0.65,False,True
NCT03042793,1198,1198.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,1,1,1,1,16.0,19.0,1,0,0.0,2.0,1.0,0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,0.598,False,True
NCT01545947,954,954.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,3,1,9,2,8.0,12.0,3,1,1.0,1.0,0.0,0.0,0.0,76,False,1,0,0,0,0,0,0,0,0,0,0,0,1,720.0,720.0,0.99,False,True
NCT03564288,1287,1287.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,2,0,13.0,5.0,1,1,0.0,1.0,0.0,0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1080.0,30.0,0.65,False,True
NCT01915498,2158,3717.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,24,2,44.0,41.0,1,1,2.0,1.0,0.0,0.0,0.0,345,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1026.0,1026.0,0.68,True,False
NCT02298387,883,991.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,4,0,21.0,23.0,1,1,0.0,1.0,0.0,0.0,0.0,71,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,84.0,0.68,False,True
NCT01300962,2017,2709.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,4,1,2,0,67.0,0.0,5,0,0.0,1.0,1.0,0.0,0.0,47,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.99,False,True
NCT03308201,1718,1962.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,1,1,1,19.0,28.0,3,1,0.0,1.0,0.0,0.0,0.0,55,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,540.0,0.99,False,True
NCT03245190,552,552.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,19.0,34.0,1,1,0.0,1.0,0.0,0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,1,1,1,112.0,720.0,0.175,True,False
NCT03430479,526,1379.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,1,2,1,1,1,22.0,1.0,1,0,0.0,1.0,1.0,0.0,2.0,32,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.99,True,False
NCT02064036,2737,3067.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,14.0,17.0,3,0,0.0,1.0,1.0,0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,180.0,0.175,False,True
NCT01969669,274,274.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,3,0,5.0,13.0,2,1,0.0,1.0,0.0,0.0,0.0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,30.0,0.83,False,True
NCT02986100,395,669.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,4.0,12.0,2,1,0.0,1.0,0.0,0.0,0.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,364.0,0.68,False,True
NCT01842308,1590,2337.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,4,1,1,2,0,25.0,17.0,5,0,0.0,1.0,1.0,0.0,0.0,50,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1825.0,1825.0,0.598,True,False
NCT01296581,1065,2161.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,19.0,30.0,1,1,0.0,1.0,0.0,0.0,0.0,52,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,540.0,0.68,False,True
NCT03953742,946,960.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,0,11.0,11.0,1,1,2.0,1.0,0.0,0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,120.0,0.68,False,True
NCT01828346,730,883.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,7,0,16.0,17.0,2,1,0.0,1.0,0.0,0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,,0.68,True,False
NCT06093945,23,23.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,10.0,32.0,2,1,0.0,1.0,0.0,0.0,0.0,20,True,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,15.0,0.68,False,True
NCT01264380,851,851.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,0,0,7.0,9.0,3,1,2.0,1.0,0.0,1.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,1,0,0,11.0,868.0,0.94,False,True
NCT01482715,2677,2738.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,4,4,1,16,2,7.0,7.0,1,1,2.0,1.0,0.0,0.0,0.0,136,False,1,0,0,0,0,0,0,0,0,0,1,1,0,240.0,1530.0,0.68,True,False
NCT03215264,973,973.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,1,0,32.0,19.0,3,0,0.0,1.0,1.0,0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,0,0,0,540.0,,0.175,False,True
NCT03123783,1225,1225.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,5,6,1,23,2,18.0,24.0,2,1,2.0,1.0,0.0,0.0,0.0,140,False,1,0,0,0,0,0,0,0,0,0,0,1,0,810.0,810.0,0.99,True,False
NCT00943319,2101,2466.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,1,1,1,0,10.0,1.0,4,0,0.0,1.0,1.0,0.0,0.0,50,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1825.0,1825.0,0.598,True,False
NCT02129101,975,2003.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,11,1,1,1,0,36.0,51.0,5,0,0.0,1.0,1.0,0.0,0.0,63,False,1,0,0,0,0,0,0,0,0,0,1,1,1,42.0,30.0,0.65,False,True
NCT01691924,365,365.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,2,1,10.0,19.0,2,0,1.0,1.0,0.0,1.0,2.0,56,True,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,,0.68,False,True
NCT01383538,478,1372.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,3,1,1,3,0,35.0,32.0,1,0,0.0,2.0,1.0,0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.175,False,True
NCT01831505,242,242.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,0,6.0,6.0,1,1,0.0,1.0,1.0,0.0,0.0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,28.0,0.83,False,True
NCT02852655,2080,2080.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,2,1,7,0,56.0,40.0,1,0,1.0,0.0,1.0,1.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,180.0,0.326,False,True
NCT01443481,1065,1065.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,2,4,1,12,2,4.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,38,False,1,0,0,0,0,0,0,0,0,0,0,0,1,19.0,56.0,0.175,False,True
NCT01946711,2350,2854.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,2,1,4,1,10.0,13.0,2,1,1.0,1.0,0.0,1.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,1,56.0,182.0,0.68,True,False
NCT03126812,2038,2316.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,1,1,1,1,8.0,11.0,3,0,0.0,1.0,0.0,0.0,0.0,33,False,1,0,0,0,0,0,0,0,0,0,0,0,0,364.0,84.0,0.68,True,False
NCT01792687,459,4025.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,1,1,1,0,0,6.0,15.0,3,1,0.0,1.0,0.0,0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,0.175,False,True
NCT02462629,1126,1157.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,1,0,1,0,25.0,28.0,1,1,0.0,1.0,1.0,0.0,0.0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,1,7.0,7.0,0.68,False,True
NCT01279603,851,851.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,4,0,27.0,16.0,1,1,0.0,1.0,0.0,0.0,0.0,23,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,,0.68,False,True
NCT01721525,1810,1810.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,1,1,2,0,9.0,14.0,1,0,0.0,1.0,0.0,0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,0.99,False,True
NCT02382263,1096,1096.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,4,1,15,1,16.0,9.0,4,0,1.0,1.0,0.0,1.0,0.0,224,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,240.0,0.68,True,False
NCT04184869,1244,1334.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,4,1,1,0,6.0,5.0,2,1,1.0,1.0,0.0,0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0.68,False,True
NCT02142530,882,1188.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,5,1,1,3,0,23.0,21.0,2,0,0.0,0.0,1.0,0.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,56.0,0.83,False,True
NCT05054374,772,772.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,7,4,1,4,0,58.0,50.0,2,0,1.0,1.0,0.0,0.0,0.0,6,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.99,True,False
NCT03242239,177,234.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,0,1,2.0,17.0,3,1,1.0,1.0,0.0,1.0,2.0,105,True,1,0,0,0,0,0,0,0,0,0,0,0,0,43.0,43.0,0.68,False,True
NCT02047890,232,1522.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,1,1,1,0,1,7.0,8.0,2,1,0.0,1.0,0.0,0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,21.0,0.68,False,True
NCT00669162,1461,1704.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,3.0,52.0,3,0,0.0,1.0,1.0,0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,0,0,0,240.0,,0.175,True,False
NCT04088604,1036,1036.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,5,1,1,1,12.0,9.0,3,1,1.0,1.0,0.0,0.0,0.0,38,False,1,0,0,0,0,0,0,0,0,0,1,0,0,21.0,720.0,0.68,False,True
NCT01800695,1539,1539.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,1,0,1,5.0,6.0,3,1,0.0,1.0,0.0,0.0,0.0,202,False,1,0,0,0,0,0,0,0,0,0,1,0,1,238.0,365.0,0.326,False,True
NCT03012230,1857,1918.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,1,1,1,0,25.0,40.0,3,0,0.0,1.0,1.0,0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,730.0,0.99,False,True
NCT03650348,1451,1451.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,4,1,1,8,0,26.0,37.0,1,1,0.0,1.0,0.0,0.0,0.0,41,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1080.0,1080.0,0.99,False,True
NCT02425735,427,427.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,1,1,10.0,3.0,3,0,0.0,1.0,1.0,1.0,1.0,40,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.175,True,False
NCT01314105,853,1858.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,2,3,1,3,1,12.0,25.0,3,1,0.0,1.0,0.0,0.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,1,,930.0,0.68,False,True
NCT02097134,973,3256.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,1,1,2,12,0,19.0,3.0,1,0,0.0,1.0,1.0,0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,1,120.0,730.0,0.68,False,True
NCT01621724,2221,2221.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,2,1,1,2,1,22.0,13.0,1,1,0.0,1.0,1.0,0.0,0.0,7,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,0.68,True,False
NCT03312530,1282,1282.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,5,1,26,1,7.0,45.0,3,1,1.0,1.0,0.0,1.0,0.0,49,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1095.0,1095.0,0.598,True,False
NCT02892318,1137,1137.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,4,1,8,0,11.0,44.0,2,1,2.0,1.0,0.0,0.0,0.0,40,False,1,0,0,0,0,0,0,0,0,0,1,1,1,960.0,960.0,0.65,False,True
NCT03076164,1388,1388.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,6,1,1,7,0,16.0,9.0,2,0,0.0,1.0,1.0,0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,0.99,True,False
NCT02523430,397,397.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,1,1,10.0,2.0,1,0,1.0,1.0,1.0,1.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,1095.0,0.99,True,False
NCT02658890,2021,2021.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,3,3,1,47,2,9.0,6.0,3,1,1.0,1.0,0.0,1.0,0.0,627,False,1,0,0,0,0,0,0,0,0,0,0,1,1,1295.0,1295.0,0.99,True,False
NCT04418141,462,462.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,1,1,1,1,10.0,17.0,1,1,0.0,1.0,0.0,0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,0,1,1,21.0,90.0,0.83,False,True
NCT02586675,440,2073.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,3,1,1,1,0,27.0,29.0,3,0,0.0,1.0,0.0,0.0,0.0,7,False,1,0,0,0,0,0,0,0,0,0,1,0,1,360.0,180.0,0.99,False,True
NCT01384253,1553,1827.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,5,1,1,2,0,16.0,30.0,2,1,0.0,1.0,1.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1825.0,84.0,0.99,False,True
NCT04483505,860,860.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,1,1,8,1,31.0,59.0,1,0,0.0,1.0,0.0,0.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.99,False,True
NCT01733823,1155,1155.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,4,1,4,1,9.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,31,False,1,0,0,0,0,0,0,0,0,0,0,0,0,38.5,60.0,0.68,True,False
NCT02095054,2200,2200.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,2,1,0,13.0,10.0,3,0,0.0,1.0,0.0,0.0,0.0,39,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,120.0,0.68,False,True
NCT03183219,214,730.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,1,1,9.0,3.0,3,0,1.0,1.0,1.0,1.0,1.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,,0.175,True,False
NCT01342289,2404,2404.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,5,3,2,1,0,49.0,11.0,8,0,2.0,1.0,0.0,0.0,0.0,127,False,1,0,0,0,0,0,0,0,0,0,0,0,1,120.0,2555.0,0.598,False,True
NCT02319018,1129,1129.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,1,1,5,0,14.0,16.0,5,0,0.0,1.0,1.0,0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,0.68,False,True
NCT02194049,640,701.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,1,1,1,0,19.0,30.0,3,0,0.0,1.0,1.0,0.0,0.0,3,False,1,0,0,0,0,0,0,0,0,0,1,0,1,28.0,30.0,0.99,False,True
NCT01471782,943,1582.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,1,1,0,30,2,9.0,17.0,1,1,0.0,1.0,1.0,0.0,0.0,93,False,1,0,0,0,0,0,0,0,0,0,1,1,1,84.0,730.0,0.65,True,False
NCT03790488,208,1545.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,1,1,1,4,0,12.0,39.0,1,1,0.0,1.0,1.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,0.68,False,True
NCT02004106,974,974.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,10,2,11.0,17.0,1,1,1.0,1.0,0.0,0.0,0.0,110,False,1,0,0,0,0,0,0,0,0,0,0,0,1,750.0,750.0,0.68,False,True
NCT02063958,1150,1508.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,5,0,25.0,31.0,1,1,0.0,1.0,0.0,0.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,56.0,0.68,False,True
NCT04334863,1005,1005.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,3,1,0,1,0,19.0,26.0,1,0,0.0,0.0,1.0,0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,1,1,1,60.0,60.0,0.68,False,True
NCT02401048,915,915.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,2,1,11,0,13.0,10.0,2,1,2.0,1.0,0.0,0.0,0.0,61,False,1,0,0,0,0,0,0,0,0,0,1,1,0,,6.0,0.83,True,False
NCT02194426,1330,1330.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,4,1,20.0,17.0,1,1,0.0,1.0,0.0,0.0,0.0,58,False,1,0,0,0,0,0,0,0,0,0,0,0,1,392.0,392.0,0.68,True,False
NCT01335685,2012,2012.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,8,1,0,2,9.0,13.0,3,1,1.0,1.0,0.0,0.0,0.0,61,False,1,0,0,0,0,0,0,0,0,0,1,1,1,2007.5,2043.9999999999998,0.598,True,False
NCT02148913,1644,1644.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,4,1,1,0,17.0,16.0,4,0,1.0,0.0,1.0,0.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0.598,False,True
NCT01359696,1053,1053.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,1,1,3,2,9.0,24.0,2,1,0.0,1.0,0.0,0.0,0.0,40,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,360.0,0.68,False,True
NCT00889408,231,231.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,2,1,2,3,0,21.0,8.0,1,0,0.0,1.0,1.0,0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,1,29.0,730.0,0.83,False,True
NCT02906059,1288,1288.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,12.0,34.0,2,0,0.0,1.0,1.0,0.0,0.0,7,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,0.175,False,True
NCT02668315,959,959.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,0,1,1,28.0,8.0,1,0,2.0,0.0,1.0,0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1080.0,1095.0,0.68,True,False
NCT02117219,1806,1806.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,3,1,21,2,1.0,3.0,3,1,1.0,1.0,0.0,0.0,0.0,67,False,1,0,0,0,0,0,0,0,0,0,0,1,1,730.0,730.0,0.68,False,True
NCT03458546,1320,2066.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,1,1,1,1,0,26.0,26.0,1,0,0.0,1.0,1.0,0.0,0.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.83,False,True
NCT02988817,1815,1815.0,"(1035.0, 4453.0]","(1232.0, 4453.0]",1,1,8,1,1,41,2,13.0,39.0,1,1,2.0,1.0,1.0,0.0,0.0,306,False,1,0,0,0,0,0,0,0,0,0,1,1,1,1130.0,1335.0,0.99,True,False
NCT04194801,674,674.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,3,1,3,1,17.0,30.0,3,1,2.0,1.0,0.0,0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,1,1,1,660.0,660.0,0.175,True,False
NCT04075396,450,1125.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,9,2,13.0,8.0,1,1,2.0,1.0,0.0,0.0,0.0,29,False,1,0,0,0,0,0,0,0,0,0,1,1,1,420.0,1011.0000000000001,0.99,True,False
NCT01751308,880,1095.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,5,0,13,2,13.0,10.0,1,1,0.0,1.0,0.0,0.0,0.0,39,False,1,0,0,0,0,0,0,0,0,0,1,1,1,84.7,784.6999999999999,0.68,True,False
NCT02722954,495,504.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,6,2,11.0,16.0,2,1,0.0,1.0,1.0,0.0,0.0,29,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,365.0,0.68,False,True
NCT03846648,284,284.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,2,1,1,1,16.0,23.0,1,0,1.0,0.0,0.0,1.0,2.0,56,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,42.0,0.68,False,True
NCT01836367,153,153.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,0,10.0,20.0,1,0,0.0,0.0,1.0,0.0,0.0,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.99,False,True
NCT01313117,547,700.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,0,12.0,15.0,1,0,0.0,0.0,1.0,0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,1,120.0,120.0,0.68,True,False
NCT02186509,791,1431.0,"(-0.001, 1035.0]","(1232.0, 4453.0]",1,0,14,1,1,1,0,20.0,18.0,4,0,0.0,1.0,1.0,0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,1,0,1,30.0,1825.0,0.65,False,True
NCT02296879,785,882.0,"(-0.001, 1035.0]","(-0.001, 1232.0]",0,0,1,1,1,1,1,18.0,12.0,1,0,0.0,2.0,1.0,0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,0,0,1,175.0,175.0,0.68,False,True
NCT03588650,1056,1056.0,"(1035.0, 4453.0]","(-0.001, 1232.0]",0,1,1,1,1,6,1,24.0,26.0,1,1,2.0,1.0,0.0,0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.68,False,True
