study_duration_days,study_eq_bins,study_eq_labels,num_oms,number_of_intervention_types,num_locations,number_of_conditions,allocation,masking,enroll_count,biological_intervention,procedure_intervention,drug_intervention,radiation_intervention,treatment_purpose,prevention_purpose,us_led,us_included,nci_sponsor,spacy_aes_outcome,spacy_osr_outcome,spacy_mtd_outcome,spacy_dor_outcome,spacy_dlt_outcome,spacy_cmax_outcome,spacy_aes_lead_outcome,spacy_dlt_lead_outcome,spacy_mtd_lead_outcome,spacy_tmax_outcome
1238.0,Low,0,18,1,15,1,missing,False,103,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,True,True,True
2009.0,High,1,5,1,5,2,False,False,18,False,False,False,False,1,0,False,False,False,True,True,False,False,False,False,True,False,False,missing
699.0,Low,0,6,1,8,1,True,False,148,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,False,True,True,True
768.0,Low,0,6,1,1,1,missing,False,7,False,False,False,False,1,0,False,False,False,False,False,True,False,True,True,False,False,False,True
735.0,Low,0,1,2,1,1,missing,False,2,False,False,False,False,1,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
580.0,Low,0,4,1,2,1,missing,False,26,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
199.0,Low,0,23,3,1,1,True,True,45,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,False,True,True,True
827.0,Low,0,4,2,1,1,missing,False,18,False,False,False,False,0,0,True,True,False,False,False,False,False,False,True,False,False,False,True
766.0,Low,0,14,2,12,1,False,False,24,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,False,True,True,True
1426.0,High,1,4,1,1,5,missing,False,26,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,False,False,False,missing
1053.0,Low,0,7,2,1,2,missing,False,6,False,False,False,False,1,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
1629.0,High,1,17,2,4,1,False,False,54,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
901.0,Low,0,10,1,1,2,missing,False,31,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,False,True,True,True
1744.0,High,1,25,2,67,9,False,False,147,False,False,False,False,1,0,False,True,False,True,True,True,False,True,True,True,True,True,True
586.0,Low,0,9,2,1,2,False,False,1,False,False,False,False,1,0,True,True,False,True,True,False,False,False,False,True,False,False,missing
1095.0,Low,0,3,2,9,1,missing,False,13,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
852.0,Low,0,5,1,1,2,True,False,31,False,False,False,False,1,0,False,False,False,True,False,True,False,True,True,True,False,False,True
1096.0,Low,0,4,1,3,1,missing,False,35,False,False,False,False,1,0,True,True,False,True,False,True,False,True,False,True,True,True,missing
1212.0,Low,0,6,3,3,2,missing,False,16,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
417.0,Low,0,31,5,7,1,missing,False,33,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
268.0,Low,0,10,1,1,1,True,False,48,False,False,False,False,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True
2557.0,High,1,5,2,15,1,missing,False,49,False,False,False,False,1,0,True,True,False,True,False,True,False,True,False,False,True,True,missing
1969.0,High,1,6,5,2,4,False,False,24,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
426.0,Low,0,3,1,1,1,True,True,40,False,False,False,False,1,0,False,False,False,True,False,False,False,False,True,True,False,False,True
1176.0,Low,0,34,2,5,4,False,False,45,False,False,False,False,1,0,True,True,False,False,False,True,False,True,True,False,True,True,True
1095.0,Low,0,3,2,1,1,True,False,30,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,missing
1584.0,High,1,3,1,1,5,missing,False,19,False,False,False,False,1,0,True,True,False,True,False,False,False,False,False,True,False,False,missing
730.0,Low,0,5,2,1,1,True,False,62,False,False,False,False,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True
461.0,Low,0,17,1,1,1,False,False,15,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,False,True
1744.0,High,1,2,1,0,2,False,False,363,False,False,False,False,1,0,False,False,False,False,False,True,False,True,False,False,False,False,missing
1430.0,High,1,4,1,1,1,missing,False,13,False,False,False,False,1,0,True,True,False,True,False,True,False,True,True,True,True,True,True
2342.0,High,1,2,4,5,13,missing,False,37,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
2010.0,High,1,12,3,24,3,False,False,170,False,False,False,False,1,0,False,True,False,False,True,True,False,True,True,False,True,True,True
3321.0,High,1,4,4,1,5,missing,False,26,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
1521.0,High,1,5,4,1,1,missing,False,13,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,True,False,False,missing
184.0,Low,0,2,1,1,1,missing,False,10,False,False,False,False,0,0,True,True,False,True,False,False,False,False,False,False,False,False,missing
761.0,Low,0,2,2,1,2,missing,False,24,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
1066.0,Low,0,7,1,2,1,False,False,30,False,False,False,False,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True
919.0,Low,0,7,2,1,1,missing,False,11,False,False,False,False,0,0,False,False,False,True,False,False,False,False,True,True,False,False,True
1308.0,Low,0,12,3,9,8,missing,False,34,False,False,False,False,1,0,True,True,False,True,True,True,False,True,False,True,True,True,missing
1954.0,High,1,7,1,1,1,missing,False,20,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,True,True,True,True
2556.0,High,1,3,4,0,3,missing,False,16,False,False,False,False,1,0,False,False,False,True,True,False,False,True,False,False,False,False,missing
2015.0,High,1,39,5,12,1,False,False,111,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
2826.0,High,1,6,1,43,1,missing,False,193,False,False,False,False,1,0,True,True,False,True,False,True,False,True,True,True,True,True,True
895.0,Low,0,3,5,10,1,False,False,62,False,False,False,False,1,0,True,True,False,True,True,False,False,False,False,True,False,False,missing
669.0,Low,0,6,1,2,1,True,False,62,False,False,False,False,1,0,False,False,False,False,True,True,False,True,False,False,True,True,missing
162.0,Low,0,13,2,1,3,True,True,112,False,False,False,False,1,0,False,False,False,False,True,False,False,False,True,False,False,False,True
2129.0,High,1,29,3,27,3,True,False,97,False,False,False,False,1,0,False,True,False,True,True,True,False,True,True,True,True,True,True
1284.0,Low,0,7,1,20,4,False,False,85,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
1999.0,High,1,10,4,69,12,missing,False,37,False,False,False,False,1,0,True,True,True,True,True,False,False,True,True,False,True,False,True
975.0,Low,0,14,2,11,1,False,False,80,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,missing
1703.0,High,1,3,3,3,1,missing,False,163,False,False,False,False,0,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
1752.0,High,1,9,4,1,1,False,False,17,False,False,False,False,1,0,False,False,False,True,False,True,False,True,False,True,True,True,missing
1762.0,High,1,4,2,1,1,missing,False,9,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
2342.0,High,1,4,2,5,1,missing,False,32,False,False,False,False,1,0,False,False,False,True,True,False,False,False,False,True,False,False,missing
1065.0,Low,0,1,2,8,2,missing,False,35,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,True,False,missing
3264.0,High,1,1,5,1,5,False,False,46,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
1521.0,High,1,8,1,4,3,False,False,32,False,False,False,False,1,0,True,True,False,False,True,False,False,True,False,False,True,False,missing
1163.0,Low,0,2,3,1,1,missing,False,36,False,False,False,False,1,0,True,True,False,True,False,False,False,True,False,True,True,False,missing
1073.0,Low,0,12,1,1,1,missing,False,6,False,False,False,False,1,0,False,False,False,True,True,False,False,False,True,True,False,False,True
2093.0,High,1,21,6,17,1,False,False,101,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
1772.0,High,1,22,4,13,1,missing,False,47,False,False,False,False,1,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
3178.0,High,1,4,1,5,1,missing,False,13,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
504.0,Low,0,2,2,6,1,missing,False,29,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
1313.0,Low,0,7,1,21,4,missing,False,29,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
2070.0,High,1,4,2,2,1,True,False,62,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,False,False,False,missing
1459.0,High,1,3,2,1,3,True,False,6,False,False,False,False,1,0,True,True,False,True,True,False,False,True,False,True,True,False,missing
610.0,Low,0,5,1,1,1,False,False,19,False,False,False,False,1,0,False,False,False,True,True,True,False,True,False,True,False,False,missing
826.0,Low,0,3,1,1,1,True,False,18,False,False,False,False,1,0,False,False,False,True,True,False,False,False,False,True,False,False,missing
3195.0,High,1,12,1,1,1,missing,False,47,False,False,False,False,1,0,False,False,False,False,True,False,False,False,True,False,False,False,True
1926.0,High,1,16,1,21,1,False,False,304,False,False,False,False,1,0,False,True,False,False,True,True,False,True,True,False,True,True,True
1074.0,Low,0,2,1,3,2,False,False,26,False,False,False,False,1,0,True,True,False,True,False,False,False,False,False,True,False,False,missing
1548.0,High,1,1,1,1,3,missing,False,11,False,False,False,False,1,0,True,True,False,False,False,True,False,True,True,False,True,True,True
1255.0,Low,0,6,2,1,1,missing,False,22,False,False,False,False,1,0,True,True,False,False,False,True,False,True,True,False,True,True,True
734.0,Low,0,34,1,4,1,missing,False,5,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,False,True,True,True
2019.0,High,1,1,1,9,2,False,False,138,False,False,False,False,1,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
182.0,Low,0,6,2,1,3,missing,False,30,False,False,False,False,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True
1322.0,Low,0,3,3,6,3,False,False,9,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,True,True,True
457.0,Low,0,4,2,1,15,True,True,90,False,False,False,False,0,1,False,False,False,False,False,True,False,True,False,False,True,True,missing
912.0,Low,0,3,1,1,1,True,False,20,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,missing
1335.0,Low,0,2,1,16,1,missing,False,65,False,False,False,False,1,0,False,False,False,True,False,True,False,True,False,True,True,True,missing
851.0,Low,0,6,3,1,1,missing,False,18,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,True,True,True
147.0,Low,0,6,3,1,1,missing,False,36,False,False,False,False,1,0,False,False,False,True,False,False,False,False,True,False,False,False,True
3636.0,High,1,5,6,1,4,missing,False,21,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
275.0,Low,0,5,2,2,1,missing,False,9,False,False,False,False,1,0,False,False,False,True,False,False,False,False,True,False,False,False,True
2216.0,High,1,14,7,13,4,False,False,210,False,False,False,False,1,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
1505.0,High,1,5,2,15,2,True,False,40,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,False,False,True
181.0,Low,0,1,1,1,1,missing,False,25,False,False,False,False,0,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
397.0,Low,0,8,2,3,1,False,False,18,False,False,False,False,0,0,True,True,False,True,True,True,False,True,True,False,True,True,True
1392.0,High,1,3,3,3,18,missing,False,9,False,False,False,False,1,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
867.0,Low,0,15,2,4,1,missing,False,36,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
1883.0,High,1,26,2,20,1,False,False,165,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
523.0,Low,0,4,1,1,1,missing,False,3,False,False,False,False,1,0,False,False,False,True,True,False,False,True,False,True,True,False,missing
1956.0,High,1,22,2,21,1,missing,False,55,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,False,True,True,True
794.0,Low,0,1,1,1,1,missing,False,7,False,False,False,False,1,0,False,False,False,False,False,True,False,True,False,False,True,True,missing
1188.0,Low,0,4,2,5,1,missing,False,47,False,False,False,False,1,0,True,True,False,False,True,False,False,False,False,False,False,False,missing
1034.0,Low,0,1,2,1,1,missing,False,9,False,False,False,False,1,0,False,False,False,False,True,True,False,True,False,False,True,True,missing
673.0,Low,0,10,1,1,2,missing,False,10,False,False,False,False,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True
1065.0,Low,0,8,2,8,1,missing,False,75,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
909.0,Low,0,8,2,15,1,missing,False,31,False,False,False,False,1,0,False,True,False,False,True,True,False,True,True,False,True,True,True
822.0,Low,0,9,2,4,1,False,False,26,False,False,False,False,1,0,False,False,False,True,False,True,False,True,True,False,True,True,True
1762.0,High,1,5,1,1,8,False,False,39,False,False,False,False,1,0,True,True,False,True,False,False,False,False,False,True,False,False,missing
2555.0,High,1,2,3,1,1,False,False,3,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
3206.0,High,1,3,3,6,1,missing,False,30,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
1770.0,High,1,15,4,0,1,False,False,51,False,False,False,False,0,0,False,True,False,True,False,True,False,True,True,False,True,True,True
1634.0,High,1,4,1,1,1,missing,False,27,False,False,False,False,1,0,False,False,False,True,True,False,False,False,True,True,False,False,True
1878.0,High,1,5,3,8,3,missing,False,35,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
819.0,Low,0,2,1,1,2,missing,False,56,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,missing
807.0,Low,0,14,2,3,4,missing,False,11,False,False,False,False,1,0,True,True,False,False,False,True,False,True,False,False,True,True,missing
458.0,Low,0,2,1,1,1,missing,False,15,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
1096.0,Low,0,2,1,2,1,False,False,24,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,missing
1415.0,High,1,3,2,6,4,missing,False,16,False,False,False,False,1,0,False,True,False,True,False,False,False,False,False,True,False,False,missing
1216.0,Low,0,4,1,1,1,missing,False,10,False,False,False,False,1,0,False,False,False,True,False,False,False,False,True,True,False,False,True
1314.0,Low,0,5,5,1,1,missing,False,22,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
1156.0,Low,0,2,5,2,2,missing,False,29,False,False,False,False,1,0,False,False,False,False,True,False,False,False,False,False,False,False,missing
1529.0,High,1,4,1,2,8,False,False,12,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
1064.0,Low,0,1,2,1,1,missing,False,14,False,False,False,False,1,0,True,True,False,True,False,True,False,True,True,True,True,True,True
1921.0,High,1,7,1,1,5,False,False,53,False,False,False,False,1,0,True,True,True,True,False,True,False,True,False,False,True,True,missing
491.0,Low,0,6,2,1,2,False,False,24,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,True,True,True
1248.0,Low,0,1,1,1,1,missing,False,6,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,True,True,True,True
1758.0,High,1,10,2,4,1,False,False,25,False,False,False,False,1,0,False,False,False,True,False,True,False,True,True,True,True,True,True
1337.0,Low,0,27,2,16,2,False,False,95,False,False,False,False,1,0,False,True,False,False,True,True,False,True,False,False,False,False,missing
1775.0,High,1,3,2,1,1,True,False,28,False,False,False,False,0,1,False,False,False,True,False,False,False,True,True,True,True,False,True
1789.0,High,1,1,1,1,1,True,False,25,False,False,False,False,1,0,True,True,False,True,False,False,False,True,False,True,True,False,missing
1790.0,High,1,5,1,1,1,missing,False,13,False,False,False,False,1,0,False,False,False,False,False,False,False,True,False,False,True,False,missing
2577.0,High,1,3,2,1,4,missing,False,22,False,False,False,False,1,0,True,True,False,True,True,False,False,True,True,True,True,False,True
1338.0,Low,0,5,7,8,1,False,False,165,False,False,False,False,1,0,True,True,False,False,False,True,False,True,True,False,True,True,True
487.0,Low,0,5,2,3,1,True,True,29,False,False,False,False,1,0,False,False,False,True,False,True,False,True,True,False,True,True,True
2622.0,High,1,6,3,16,1,True,False,127,False,False,False,False,1,0,False,True,False,False,True,True,False,True,True,False,True,True,True
273.0,Low,0,6,2,0,1,False,False,14,False,False,False,False,0,0,False,True,False,False,True,True,False,True,False,False,True,True,missing
981.0,Low,0,5,17,1,2,False,False,7,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,False,False,False,True
1065.0,Low,0,5,1,3,2,missing,False,37,False,False,False,False,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True
2257.0,High,1,23,7,26,1,False,False,52,False,False,False,False,1,0,False,True,False,True,False,True,False,True,True,True,True,True,True
455.0,Low,0,2,1,12,1,False,False,1,False,False,False,False,1,0,False,True,False,True,True,True,False,True,False,True,True,True,missing
365.0,Low,0,15,2,0,2,False,False,18,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,True,True,True,True
1385.0,High,1,8,2,7,4,False,False,36,False,False,False,False,1,0,False,True,False,True,False,True,False,True,False,True,True,True,missing
1339.0,Low,0,6,1,1,1,missing,False,23,False,False,False,False,1,0,False,False,False,True,False,False,False,False,False,False,False,False,missing
371.0,Low,0,30,2,1,1,missing,False,18,False,False,False,False,1,0,False,False,False,True,False,True,False,True,True,True,True,True,True
822.0,Low,0,5,1,1,1,missing,False,5,False,False,False,False,1,0,True,True,False,True,False,False,False,True,True,True,True,False,True
1461.0,High,1,7,1,5,2,False,False,21,False,False,False,False,1,0,True,True,False,True,False,True,False,True,True,True,True,True,True
1400.0,High,1,8,1,1,1,False,False,24,False,False,False,False,1,0,True,True,False,True,False,False,False,True,True,True,True,False,True
337.0,Low,0,3,1,1,2,missing,False,16,False,False,False,False,1,0,True,True,False,True,False,False,False,False,False,False,False,False,missing
1136.0,Low,0,13,1,10,1,missing,False,40,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
1751.0,High,1,24,2,19,1,missing,False,52,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,False,True
688.0,Low,0,8,2,4,1,missing,False,19,False,False,False,False,1,0,False,False,False,True,False,True,False,True,True,True,False,False,True
1807.0,High,1,2,1,1,1,missing,False,24,False,False,False,False,1,0,False,False,False,True,True,False,False,False,False,True,False,False,missing
1516.0,High,1,34,1,21,1,missing,False,126,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,False,False,True
805.0,Low,0,4,4,5,3,missing,False,3,False,False,False,False,1,0,True,True,True,False,False,True,False,True,True,False,True,True,True
1835.0,High,1,6,2,2,2,missing,False,29,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,True,True,True
2153.0,High,1,8,3,69,3,missing,False,459,False,False,False,False,1,0,False,True,False,True,True,True,False,True,True,True,True,True,True
3366.0,High,1,5,1,6,1,False,False,50,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
1733.0,High,1,11,1,1,1,False,False,54,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,True,True,True,True
2553.0,High,1,2,6,1,1,missing,False,59,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
2465.0,High,1,4,1,1,4,False,False,33,False,False,False,False,1,0,True,True,True,False,False,True,False,True,True,False,True,True,True
2927.0,High,1,6,4,1,16,missing,False,19,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
2094.0,High,1,10,2,1,1,False,False,21,False,False,False,False,1,0,True,True,True,True,True,True,False,True,True,True,True,True,True
1504.0,High,1,6,3,21,1,missing,False,26,False,False,False,False,1,0,False,True,False,True,True,True,False,True,False,True,False,False,missing
1212.0,Low,0,7,1,3,2,missing,False,27,False,False,False,False,1,0,False,False,False,True,False,True,False,True,True,True,True,True,True
943.0,Low,0,13,1,0,1,missing,False,90,False,False,False,False,1,0,False,True,False,False,False,False,False,False,False,False,False,False,missing
1026.0,Low,0,7,2,2,2,missing,False,16,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
1751.0,High,1,1,2,18,16,True,False,198,False,False,False,False,1,0,True,True,False,True,False,False,False,False,False,True,False,False,missing
1339.0,Low,0,2,1,3,1,missing,False,23,False,False,False,False,1,0,False,True,False,False,False,False,False,False,False,False,False,False,missing
61.0,Low,0,12,2,1,1,True,False,36,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,missing
126.0,Low,0,2,4,1,1,True,True,35,False,False,False,False,1,0,True,True,False,False,True,False,False,False,False,False,False,False,missing
1151.0,Low,0,8,1,7,1,missing,False,51,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,False,True,True,True
376.0,Low,0,2,1,1,1,missing,False,10,False,False,False,False,0,0,True,True,False,True,False,False,False,False,False,False,False,False,missing
2683.0,High,1,5,1,5,1,False,False,51,False,False,False,False,1,0,False,True,False,True,True,True,False,True,True,False,True,True,True
1367.0,High,1,1,8,6,3,False,False,24,False,False,False,False,1,0,True,True,False,True,False,False,False,False,False,True,False,False,missing
2604.0,High,1,11,2,4,1,False,False,58,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
2154.0,High,1,3,4,1,9,missing,False,26,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
969.0,Low,0,1,1,1,1,missing,False,7,False,False,False,False,1,0,True,True,False,False,False,True,False,True,False,False,True,True,missing
3075.0,High,1,10,8,4,2,False,False,61,False,False,False,False,1,0,False,False,False,True,False,True,False,True,True,True,False,False,True
882.0,Low,0,16,1,3,3,False,False,37,False,False,False,False,1,0,True,True,False,True,True,True,False,True,False,False,False,False,missing
1999.0,High,1,2,6,1,1,missing,False,29,False,False,False,False,1,0,True,True,False,False,True,False,False,True,False,False,True,False,missing
2471.0,High,1,10,3,40,2,False,False,138,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
1814.0,High,1,2,3,1,3,False,False,31,False,False,False,False,1,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
868.0,Low,0,5,1,3,9,missing,False,23,False,False,False,False,1,0,True,True,False,True,False,True,False,True,True,True,True,True,True
98.0,Low,0,9,2,1,1,True,False,48,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,True,True,True
1095.0,Low,0,3,5,1,7,missing,False,67,False,False,False,False,1,0,True,True,False,False,True,False,False,False,True,False,False,False,True
518.0,Low,0,9,1,1,1,missing,False,34,False,False,False,False,0,0,False,False,False,False,True,False,False,False,False,False,False,False,missing
884.0,Low,0,10,1,1,1,missing,False,12,False,False,False,False,1,0,False,False,False,False,False,True,False,True,True,False,True,True,True
670.0,Low,0,22,1,4,1,missing,False,32,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
806.0,Low,0,8,1,2,1,missing,False,56,False,False,False,False,1,0,False,False,False,False,True,True,False,True,False,False,False,False,missing
1804.0,High,1,6,2,1,4,missing,False,35,False,False,False,False,1,0,False,False,False,False,False,True,False,True,False,False,True,True,missing
947.0,Low,0,8,1,0,1,True,False,63,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,False,missing
977.0,Low,0,19,4,3,5,missing,False,32,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
1693.0,High,1,12,4,1,3,missing,False,64,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
1339.0,Low,0,7,3,2,8,True,False,38,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,False,False,True
2157.0,High,1,9,3,3,2,missing,False,10,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
1064.0,Low,0,8,2,0,2,False,False,55,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
2315.0,High,1,1,1,1,1,missing,False,25,False,False,False,False,1,0,True,True,False,False,False,True,False,True,False,False,True,True,missing
1582.0,High,1,10,1,30,1,missing,False,93,False,False,False,False,1,0,False,True,False,True,True,True,False,True,True,True,True,True,True
1511.0,High,1,2,1,1,2,missing,False,16,False,False,False,False,1,0,True,True,False,False,False,False,False,False,True,False,False,False,True
1280.0,Low,0,2,3,1,3,True,False,21,False,False,False,False,1,0,True,True,False,False,False,False,False,False,False,False,False,False,missing
735.0,Low,0,9,1,0,9,False,False,12,False,False,False,False,1,0,True,True,False,False,True,True,False,True,False,False,True,True,missing
2343.0,High,1,8,3,1,1,True,False,42,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,True,True,True
439.0,Low,0,19,3,7,1,False,False,36,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,False,True,True,True
1613.0,High,1,18,2,27,2,False,False,172,False,False,False,False,1,0,False,True,False,True,True,True,False,True,True,True,True,True,True
1928.0,High,1,3,1,1,2,missing,False,7,False,False,False,False,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True
2888.0,High,1,4,1,1,1,False,False,60,False,False,False,False,1,0,True,True,False,False,False,True,False,True,True,False,True,True,True
2082.0,High,1,1,2,1,1,missing,False,15,False,False,False,False,1,0,False,False,False,False,False,True,False,True,False,False,True,True,missing
1247.0,Low,0,9,1,4,2,missing,False,29,False,False,False,False,0,0,False,True,False,True,False,False,False,False,True,False,False,False,True
2055.0,High,1,5,3,1,3,missing,False,21,False,False,False,False,1,0,True,True,False,False,True,False,False,True,True,False,True,False,True
1095.0,Low,0,3,2,1,1,True,False,30,False,False,False,False,1,0,False,False,False,False,False,False,False,False,False,False,False,False,missing
1138.0,Low,0,5,3,2,7,False,False,19,False,False,False,False,1,0,False,False,False,False,False,True,False,True,False,False,False,False,missing
543.0,Low,0,21,1,0,5,missing,False,21,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,True,True
1035.0,Low,0,5,1,1,1,missing,False,38,False,False,False,False,0,0,True,True,False,False,False,True,False,True,False,False,True,True,missing
1279.0,Low,0,3,1,4,1,False,False,34,False,False,False,False,1,0,False,False,False,True,False,True,False,True,False,True,True,True,missing
1910.0,High,1,3,1,1,1,missing,False,29,False,False,False,False,1,0,True,True,False,False,False,False,False,False,True,False,False,False,True
1926.0,High,1,3,3,3,1,missing,False,28,False,False,False,False,1,0,True,True,False,False,True,False,False,False,False,False,False,False,missing
2040.0,High,1,2,2,1,1,False,False,15,False,False,False,False,0,0,True,True,False,False,True,True,False,True,True,False,True,True,True
1765.0,High,1,14,2,5,1,False,False,48,False,False,False,False,0,0,True,True,False,False,True,True,False,True,True,False,True,True,True
335.0,Low,0,9,2,3,2,missing,False,14,False,False,False,False,0,0,True,True,False,False,True,True,False,True,True,False,True,True,True
548.0,Low,0,5,4,3,1,False,False,15,False,False,False,False,1,0,False,False,False,False,True,True,False,True,True,False,True,True,True
736.0,Low,0,28,1,7,1,False,False,17,False,False,False,False,1,0,True,True,False,True,True,True,False,True,True,True,True,False,True
138.0,Low,0,9,3,1,1,missing,False,15,False,False,False,False,0,0,False,False,False,False,False,True,False,True,True,False,True,True,True
1386.0,High,1,2,1,7,1,missing,False,24,False,False,False,False,1,0,True,True,False,True,False,False,False,True,False,True,True,False,missing
1750.0,High,1,8,8,47,2,False,False,398,False,False,False,False,1,0,True,True,False,False,True,True,False,True,True,False,True,True,True
1822.0,High,1,14,1,0,1,missing,False,12,False,False,False,False,1,0,False,False,False,True,True,True,False,True,True,False,True,True,True
816.0,Low,0,8,2,29,1,True,True,95,False,False,False,False,1,0,False,False,False,False,False,True,False,True,True,False,True,True,True
1469.0,High,1,2,3,7,7,True,False,31,False,False,False,False,1,0,True,True,False,True,False,True,False,True,True,True,True,True,True
